--
-- Fichier généré par SQLiteStudio v3.4.10 sur ven. août 29 12:39:40 2025
--
-- Encodage texte utilisé : System
--
PRAGMA foreign_keys = off;
BEGIN TRANSACTION;

-- Tableau : Finance
DROP TABLE IF EXISTS Finance;
CREATE TABLE IF NOT EXISTS Finance (Key_Finance VARCHAR NOT NULL, Date DATE NOT NULL, SKU TEXT NOT NULL, Taxe_Statut VARCHAR NOT NULL, Onsale_Web BOOLEAN NOT NULL, Price NUMERIC NOT NULL, Purchase_Price NUMERIC NOT NULL, CONSTRAINT Key_Finance PRIMARY KEY (Key_Finance));
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2022-10_14692', '2022-10-01', '14692', 'taxable', 1, '21,7', '10,65');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_30037', '2023-03-01', '30037', 'taxable', 1, '10,95', '5,64609375');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_30038', '2023-03-01', '30038', 'taxable', 1, '7,95', '3,85078125');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_30039', '2023-03-01', '30039', 'taxable', 1, '2,95', '1,3828125');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_30040', '2023-03-01', '30040', 'taxable', 1, '2,95', '1,24453125');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_30041', '2023-03-01', '30041', 'taxable', 1, '2,95', '1,475');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_30042', '2023-03-01', '30042', 'taxable', 1, '1,95', '0,94453125');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_30043', '2023-03-01', '30043', 'taxable', 1, '18,49', '8,37828125');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_30044', '2023-03-01', '30044', 'taxable', 1, '27,95', '14,8484375');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_30045', '2023-03-01', '30045', 'taxable', 1, '12,5', '6,4453125');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_30046', '2023-03-01', '30046', 'taxable', 1, '7,95', '4,34765625');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4055', '2023-03-01', '4055', 'taxable', 0, '86,1', '37,88');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4090', '2023-03-01', '4090', 'taxable', 0, 73, '33,79');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4092', '2023-03-01', '4092', 'taxable', 0, 47, '25,25');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4195', '2023-03-01', '4195', 'taxable', 0, '14,1', '7,36');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4209', '2023-03-01', '4209', 'taxable', 0, '73,5', '33,01');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4233', '2023-03-01', '4233', 'taxable', 0, 20, '10,33');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4278', '2023-03-01', '4278', 'taxable', 0, '21,5', '10,78');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4279', '2023-03-01', '4279', 'taxable', 0, '10,7', '5,53');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4289', '2023-03-01', '4289', 'taxable', 0, '22,8', '11,9');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4565', '2023-03-01', '4565', 'taxable', 0, '30,5', '15,92');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4568', '2023-03-01', '4568', 'taxable', 0, '21,5', '11,22');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4577', '2023-03-01', '4577', 'taxable', 0, 49, '24,05');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4578', '2023-03-01', '4578', 'taxable', 0, '44,8', '24,86');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4584', '2023-03-01', '4584', 'taxable', 0, '32,3', '17,36');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4594', '2023-03-01', '4594', 'taxable', 0, 162, '109,2');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4599', '2023-03-01', '4599', 'taxable', 0, '38,9', '20,31');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4659', '2023-03-01', '4659', 'taxable', 0, '23,6', '12,56');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4692', '2023-03-01', '4692', 'taxable', 0, '12,9', '7,35');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4693', '2023-03-01', '4693', 'taxable', 0, '18,5', '9,75');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4697', '2023-03-01', '4697', 'taxable', 0, '35,9', '20,22');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4698', '2023-03-01', '4698', 'taxable', 0, '22,4', '12,1');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4702', '2023-03-01', '4702', 'taxable', 0, '23,8', '11,93');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4721', '2023-03-01', '4721', 'taxable', 0, '20,2', '10,54');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4738', '2023-03-01', '4738', 'taxable', 0, '13,5', '6,77');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4741', '2023-03-01', '4741', 'taxable', 0, '12,4', '6,66');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4744', '2023-03-01', '4744', 'taxable', 0, '13,8', '6,84');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4798', '2023-03-01', '4798', 'taxable', 0, '12,7', '6,3');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4864', '2023-03-01', '4864', 'taxable', 0, '18,3', '9,99');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4869', '2023-03-01', '4869', 'taxable', 0, '17,2', '9,33');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4874', '2023-03-01', '4874', 'taxable', 0, '14,6', '7,62');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4911', '2023-03-01', '4911', 'taxable', 0, 23, 12);
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4921', '2023-03-01', '4921', 'taxable', 0, '15,3', '8,63');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4922', '2023-03-01', '4922', 'taxable', 0, '21,5', '10,55');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_4973', '2023-03-01', '4973', 'taxable', 0, '10,8', '5,8');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_5017', '2023-03-01', '5017', 'taxable', 0, 8, '4,34');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_5018', '2023-03-01', '5018', 'taxable', 0, '16,5', '8,8');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_5020', '2023-03-01', '5020', 'taxable', 0, 10, '5,27');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_5021', '2023-03-01', '5021', 'taxable', 0, '18,6', '10,53');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_5070', '2023-03-01', '5070', 'taxable', 0, '84,7', '47,43');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_5075', '2023-03-01', '5075', 'taxable', 0, '43,5', '21,92');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_5505', '2023-03-01', '5505', 'taxable', 0, '10,1', '5,22');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_5559', '2023-03-01', '5559', 'taxable', 0, '27,9', '13,98');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_5560', '2023-03-01', '5560', 'taxable', 0, 47, '25,5');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_5569', '2023-03-01', '5569', 'taxable', 0, '19,9', '9,77');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_5570', '2023-03-01', '5570', 'taxable', 0, '22,5', '11,16');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_5800', '2023-03-01', '5800', 'taxable', 0, '32,3', '16,02');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_5805', '2023-03-01', '5805', 'taxable', 0, '29,2', '15,09');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_5808', '2023-03-01', '5808', 'taxable', 0, '34,2', '18,55');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_5952', '2023-03-01', '5952', 'taxable', 0, '42,3', '22,61');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_5953', '2023-03-01', '5953', 'taxable', 0, '47,5', '23,81');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_5954', '2023-03-01', '5954', 'taxable', 0, '18,8', '9,32');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_5955', '2023-03-01', '5955', 'taxable', 0, '28,7', '15,05');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_5957', '2023-03-01', '5957', 'taxable', 0, 39, '20,75');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_6100', '2023-03-01', '6100', 'taxable', 0, '13,7', '7,31');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_6125', '2023-03-01', '6125', 'taxable', 0, '15,3', '8,42');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_6324', '2023-03-01', '6324', 'taxable', 0, 192, 99);
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_6327', '2023-03-01', '6327', 'taxable', 0, '28,5', '14,43');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_6594', '2023-03-01', '6594', 'taxable', 0, '9,1', '4,61');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_6821', '2023-03-01', '6821', 'taxable', 0, '28,1', '14,76');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_6824', '2023-03-01', '6824', 'taxable', 0, 28, '14,32');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_6825', '2023-03-01', '6825', 'taxable', 0, 24, '12,4');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_6826', '2023-03-01', '6826', 'taxable', 0, 18, '8,93');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_6864', '2023-03-01', '6864', 'taxable', 0, '39,6', '20,66');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_6866', '2023-03-01', '6866', 'taxable', 0, 40, '20,67');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_6869', '2023-03-01', '6869', 'taxable', 0, 40, '19,84');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_6875', '2023-03-01', '6875', 'taxable', 0, 40, '20,46');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_6898', '2023-03-01', '6898', 'taxable', 0, 30, '14,88');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_6899', '2023-03-01', '6899', 'taxable', 0, '26,8', '14,52');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_6900', '2023-03-01', '6900', 'taxable', 0, 30, '16,28');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_6901', '2023-03-01', '6901', 'taxable', 0, '20,9', '11,6');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_6902', '2023-03-01', '6902', 'taxable', 0, 31, '16,5');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_6903', '2023-03-01', '6903', 'taxable', 0, 27, '14,23');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_6904', '2023-03-01', '6904', 'taxable', 0, 31, '15,7');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_6905', '2023-03-01', '6905', 'taxable', 0, 21, '10,63');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_6906', '2023-03-01', '6906', 'taxable', 0, 31, '16,82');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_6907', '2023-03-01', '6907', 'taxable', 0, 27, '13,67');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_6908', '2023-03-01', '6908', 'taxable', 0, 31, '15,7');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_6909', '2023-03-01', '6909', 'taxable', 0, 21, '11,28');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7008', '2023-03-01', '7008', 'taxable', 0, 40, '20,67');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7009', '2023-03-01', '7009', 'taxable', 0, 40, '19,63');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7010', '2023-03-01', '7010', 'taxable', 0, 47, '23,55');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7015', '2023-03-01', '7015', 'taxable', 0, 45, '23,48');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7081', '2023-03-01', '7081', 'taxable', 0, 45, '23,95');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7084', '2023-03-01', '7084', 'taxable', 0, 45, '24,18');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7085', '2023-03-01', '7085', 'taxable', 0, 30, '14,73');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7087', '2023-03-01', '7087', 'taxable', 0, 30, '15,66');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7088', '2023-03-01', '7088', 'taxable', 0, 20, '10,44');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7131', '2023-03-01', '7131', 'taxable', 0, 45, '24,18');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7132', '2023-03-01', '7132', 'taxable', 0, 45, '24,18');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7133', '2023-03-01', '7133', 'taxable', 0, 45, '23,95');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7136', '2023-03-01', '7136', 'taxable', 0, '49,7', '27,29');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7137', '2023-03-01', '7137', 'taxable', 0, 45, '23,25');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7159', '2023-03-01', '7159', 'taxable', 0, 31, '16,18');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7161', '2023-03-01', '7161', 'taxable', 0, 21, '10,85');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7162', '2023-03-01', '7162', 'taxable', 0, 27, '13,67');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7163', '2023-03-01', '7163', 'taxable', 0, 31, '16,66');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7164', '2023-03-01', '7164', 'taxable', 0, 31, '16,02');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7168', '2023-03-01', '7168', 'taxable', 0, 45, '23,25');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7169', '2023-03-01', '7169', 'taxable', 0, 45, '24,41');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7170', '2023-03-01', '7170', 'taxable', 0, 45, '23,72');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7192', '2023-03-01', '7192', 'taxable', 0, 31, '16,5');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7193', '2023-03-01', '7193', 'taxable', 0, 27, '13,67');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7194', '2023-03-01', '7194', 'taxable', 0, 31, '16,02');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7195', '2023-03-01', '7195', 'taxable', 0, 21, '10,31');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7196', '2023-03-01', '7196', 'taxable', 0, 51, '31,2');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7200', '2023-03-01', '7200', 'taxable', 0, 31, '15,54');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7201', '2023-03-01', '7201', 'taxable', 0, 31, '16,02');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7203', '2023-03-01', '7203', 'taxable', 0, 45, '23,48');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7204', '2023-03-01', '7204', 'taxable', 0, 45, '24,18');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-3_7329', '2023-03-01', '7329', 'taxable', 0, '26,5', '13,42');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-4_14692', '2023-04-01', '14692', 'taxable', 1, '23,7', '12,57');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-4_15328', '2023-04-01', '15328', 'taxable', 1, 55, '29,55');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-4_16515', '2023-04-01', '16515', 'taxable', 1, '12,1', '6,5');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-4_16585', '2023-04-01', '16585', 'taxable', 1, '9,7', '4,81');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-4_12869', '2023-04-01', '12869', 'taxable', 1, '18,25', '8,96');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-4_15575', '2023-04-01', '15575', 'taxable', 1, '9,1', '4,84');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-4_14338', '2023-04-01', '14338', 'taxable', 1, '5,7', '3,03');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-4_16560', '2023-04-01', '16560', 'taxable', 1, '11,9', '6,21');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-4_15361', '2023-04-01', '15361', 'taxable', 1, '13,3', '7,22');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-4_15022', '2023-04-01', '15022', 'taxable', 1, '19,5', '9,67');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-4_16342', '2023-04-01', '16342', 'taxable', 1, '6,9', '3,57');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-4_16029', '2023-04-01', '16029', 'taxable', 1, '12,7', '6,36');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-4_13754', '2023-04-01', '13754', 'taxable', 1, '29,5', '15,85');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-4_14680', '2023-04-01', '14680', 'taxable', 1, '29,7', '16,13');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-4_9636', '2023-04-01', '9636', 'taxable', 1, '61,4', '27,85');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-4_13849', '2023-04-01', '13849', 'taxable', 1, '20,3', '13,04');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-4_15481', '2023-04-01', '15481', 'taxable', 1, '26,5', '13,01');
INSERT INTO Finance (Key_Finance, Date, SKU, Taxe_Statut, Onsale_Web, Price, Purchase_Price) VALUES ('2023-4_15448', '2023-04-01', '15448', 'taxable', 1, '10,1', '4,96');
