SKU;Virtuals;Downloadable;Rating_count;Average_rating;Post_author;Post_date;Post_date_gmt;Product_type;Segment;Post_title;Post_excerpt;Contenance;Post_status;Comment_status;Ping_status;Post_name;Post_modified;Post_modified_gmt;Post_parent;Guid;Post_type;Comment_count
15163;0;0;2;4,2;2;30-07-2021;30-07-2021;Vin;Vin;Le Pas de l'Escalette Terrasses du Larzac Les Frieys 2021;les Frieys est un seul et même individu, les raisins étant vendangés et co-fermentés tous ensemble. Son caractère unique et son terroir exceptionnels font de lui sans doute la plus belle cuvée du domaine. Un vin superbe qui n'a pas fini de livrer tout son potentiel !;75cl;publish;closed;closed;le-pas-de-lescalette-terrasses-du-larzac-les-frieys-2021;01-08-2022;01-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15163;product;2
15178;0;0;0;;2;13-03-2021;13-03-2021;Vin;Vin;Camille Giroud Santenay Blanc 2021;Un Santenay riche et consistant, avec une belle onctuosité en bouche mais également beaucoup de fraîcheur. Une grande réussite.;75cl;publish;closed;closed;camille-giroud-santenay-blc-2021;30-06-2022;30-06-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15178;product;0
15179;0;0;0;;2;13-03-2021;13-03-2021;Vin;Vin;Camille Giroud Auxey-Duresses Blanc 2017;Ce vin provient de vignes de 2 parcelles âgées d’environ 40 ans situées aux lieux-dits Les Hautées et La Macabrée et touchant le village de Meursault. Exposées au nord-est et à une altitude de 280 à 300 mètres, elles reposent sur des sols bruns calcaires de 40 à 60 centimètres d’épaisseur, riches en pierres, résultant de l’altération des Calcaires de Dijon-Corton (ou Grenu) et des Calcaires de Ladoix (ou Dalle Nacrée).;75cl;publish;closed;closed;camille-giroud-auxey-duresses-blc-2017;22-08-2022;22-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15179;product;0
15180;0;0;0;;2;13-03-2021;13-03-2021;Vin;Vin;Camille Giroud Santenay Rouge 2016;Ce vin provient de vignes situées dans deux parcelles différentes sur la commune de Santenay. La première se trouve sur la partie haute au lieu-dit Les Bras à une altitude de 360 à 450 mètres, exposée au sud et au sud-est, avec un sol issu de l’altération des Marnes à Ostrea acuminata. La deuxième se situe sur la partie basse au lieu-dit Les Saunières à une altitude de 250 à 265 mètres, exposée à l’est, avec un sol constitué de limons décarbonatés résultant de l’altération de colluvions anciennes.;75cl;publish;closed;closed;camille-giroud-santenay-rouge-2016;20-08-2022;20-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15180;product;0
15183;0;0;0;;2;13-03-2021;13-03-2021;Vin;Vin;Camille Giroud Maranges Rouge 1er Cru Le Croix Moines 2016;Ce vin provient d'une vigne âgée de 70 ans, située sur la commune de Dezize-lès-Maranges, au sud du climat La Fussière. Exposée au sud à une altitude de 370 mètres et avec une forte pente variant de 11 à 26%, elle repose sur un sol issu de l'altération d'éboulis de calcaires à entroques avec des pans entiers de falaises reposant sur des marnes bleues et noires qui contraignent les circulations d'eau en profondeur.;75cl;publish;closed;closed;camille-giroud-maranges-1er-cru-le-croix-moines-2016;23-05-2022;23-05-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15183;product;0
15184;0;0;1;3,4;2;13-03-2021;13-03-2021;Vin;Vin;Camille Giroud Santenay Rouge 1er Cru Clos Rousseau 2022;Ce vin provient de vignes âgées de 70 ans, situées à Santenay dans le climat Clos Rousseau. Exposées à l’est et au sud-est, à une altitude de 270 à 320 mètres, elles reposent sur un sol rouge argilo-limoneux issu de l’altération des calcaires du Jurassique moyen.;75cl;publish;closed;closed;camille-giroud-santenay-rge-1er-cru-clos-rousseau-2022;16-05-2022;16-05-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15184;product;1
15185;0;0;1;4;2;13-03-2021;13-03-2021;Vin;Vin;Camille Giroud Clos de Vougeot 2022;Ce vin provient de vignes âgées de 50 ans situées sur la commune de Vougeot au climat Le Petit Maupertuis. Exposées au sud-est et à une altitude de 255 mètres, elles reposent sur un sol peu profond, d'environ 40 centimètres et riche en graviers.;75cl;publish;closed;closed;camille-giroud-clos-de-vougeot-2022;11-06-2022;11-06-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15185;product;1
15196;0;0;3;4,3;2;17-04-2022;17-04-2022;Vin;Vin;Domaine Schoenheitz Pinot Blanc Val Saint Grégoire 2017;Jaune paille avec de légers reflets dorés. Bouquet intense évoquant les fleurs blanches et jaunes ainsi que la pêche blanche et les fruits frais.  Entrée soyeuse suivie d’une belle présence en bouche avec un fruité charmeur et une jolie fraîcheur. Ce Pinot Blanc à la fois frais et fruité, est un excellent vin d’un accès facile pour tous les palais, invitant vraiment à la convivialité.;75cl;publish;closed;closed;domaine-schoenheitz-pinot-blanc-val-saint-gregoire-2017;20-08-2022;20-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15196;product;3
15201;0;0;2;4,5;2;08-06-2021;08-06-2021;Vin;Vin;Gilles Robin Saint-Joseph Rouge André Péalat 2010;D'une couleur intense, elle dévoile des arômes de fruits noirs, de poivre et légèrement fumé. A la dégustation, cette Syrah présente des tanins très puissants, à la fois serrés et veloutés. D'une structure tannique importante et dotée d'une belle acidité grâce à l'altitude des vignes, il donne une matière concentrée. Une grande tension en bouche, de la profondeur et beaucoup de concentration. Un Saint-Joseph d’un terroir historique révélant les épices d’une grande Syrah.;75cl;publish;closed;closed;gilles-robin-saint-joseph-pealat-2010;01-08-2022;01-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15201;product;2
15202;0;0;4;4,5;2;26-11-2022;26-11-2022;Vin;Vin;Thierry Germain Saumur-Champigny Cuvée Domaine 2018;Cette cuvée se présente au nez comme en bouche sur des notes de fruits rouges. Aérien et frais, la maîtrise de la date de récolte donne un vin contournant l’opulence avec une belle acidité.;75cl;publish;closed;closed;thierry-germain-saumur-champigny-domaine-2018;27-08-2022;27-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15202;product;4
15204;0;0;2;3,4;2;18-01-2022;18-01-2022;Vin;Vin;Thierry Germain Saumur-Champigny La Marginale 2018;La robe est d’une belle couleur rubis intense et offre une arborescence de reflets sans aucune nuance d’évolution. Le nez libère de jolies nuances mentholées, de liqueur de fruits rouges ou encore d’anis étoilé. En bouche l’attaque est droite, puissante et suggère d’emblée tout le potentiel d’un grand terroir. Son fruité intense semble imposant et l’acidité, sans ostentation, dessine les contours de la matière garant de l’identité aromatique des saveurs. L’alcool est enrobé et structure la matière dans sa verticalité. La finale transcende par sa netteté et sa richesse.;75cl;publish;closed;closed;thierry-germain-saumur-champigny-la-marginale-2018;18-06-2022;18-06-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15204;product;2
15205;0;0;2;3,6;2;18-01-2022;18-01-2022;Vin;Vin;Thierry Germain Saumur-Champigny Les Mémoires 2018;La robe est d’un rouge rubis intense, dense et concentrée. Le nez dévoile de subtiles nuances mentholées, de liqueur de fruits rouges ou encore de fraise des bois. En bouche l’attaque est droite et puissante, tout en sensualité suggérant d’emblée tout le potentiel d’un grand terroir.;75cl;publish;closed;closed;thierry-germain-saumur-champigny-les-memoires-2018;18-01-2022;18-01-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15205;product;2
15206;0;0;1;4,3;2;17-04-2022;17-04-2022;Vin;Vin;Thierry Germain Saumur Blanc L'Insolite 2018;Concentré, frais, généreux et puissant. Subtiles senteurs fruitées, florales et végétales puis des arômes de fruits blancs (poire, pêche) et d'agrumes (citron, pamplemousse). Notes de verveine et de tilleul. Attaque droite et veloutée. Belle acidité. Notes de gentiane et de gingembre. Matière dense. Finale nette et riche.;75cl;publish;closed;closed;thierry-germain-saumur-blanc-linsolite-2018;04-08-2022;04-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15206;product;1
15213;0;0;10;3,3;2;16-02-2022;16-02-2022;Vin;Vin;Domaine de l'Ecu Muscadet Classic 2018;Robe jaune paille, cristalline. Nez mêlant des notes fumées sur fond d’agrumes et de fleurs blanches, fines notes d’encaustique. La bouche est tapissante, présente un beau volume mais aussi une tension et une fraîcheur qui ne saurait déplaire aux amateurs de Muscadet.;75cl;publish;closed;closed;ecu-muscadet-classic-2018;10-07-2022;10-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15213;product;10
15227;0;0;0;;2;04-04-2020;04-04-2020;Whisky;Spiritueux;Kingsbarns Distillery Lowland Single Malt Whisky;Dream to Dram, un caractère remarquablement complexe et distinctif des Lowlands : léger, intensément fruité, floral et équilibré, avec une couleur riche. Au nez, il y a de la banane, du sirop d'ananas et des baies d'été, avec de légères notes herbacées. De belles notes de caramel, de la crème pâtissière et des groseilles rouges, avec une finale de sirop de gingembre.;70cl;publish;closed;closed;whisky-kingsbarns-lowland-single-malt;07-12-2022;07-12-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15227;product;0
15229;0;0;1;4,9;2;07-06-2022;07-06-2022;Vin;Vin;Château La Tour l'Aspic Pauillac 2014;Un vin tout en rondeur et en équilibre avec la même silhouette que son ainé, le château Haut-Batailley, mais plus accessible.;75cl;publish;closed;closed;chateau-la-tour-laspic-pauillac-2014;27-07-2022;27-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15229;product;1
15237;0;0;2;3,8;2;26-03-2021;26-03-2021;Vin;Vin;Maison Trimbach Riesling 2017;Son bouquet délicat, le bel équilibre entre son caractère sec, son fruité distingué et sa vivacité naturelle participent à son exceptionnelle richesse. Comme l’exige le style de la maison, il est vinifié dans un style sec, droit, précis.;75cl;publish;closed;closed;maison-trimbach-riesling-2017;20-08-2022;20-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15237;product;2
15238;0;0;2;3,9;2;26-03-2021;26-03-2021;Vin;Vin;Maison Trimbach Muscat Réserve 2017;Un vin sec, au fruité prononcé, et au bouquet caractéristique de raisins frais.;75cl;publish;closed;closed;trimbach-muscat-reserve-2017;24-07-2022;24-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15238;product;2
15240;0;0;3;3,6;2;26-03-2021;26-03-2021;Vin;Vin;Maison Trimbach Riesling Cuvée Frédéric Emile 2012;Exposés sud et sud-est, les terroirs Grands Crus Geisberg et Osterberg de Ribeauvillé qui surplombent le domaine donnent naissance à ce vin depuis plusieurs générations. L’âge moyen des vignes, 45 ans environ, offre des rendements limités. La composition marno-calcaro-gréseux et calcaire coquillé du terroir (Muschelkalk), tout comme les raisins de belle maturité strictement sélectionnés à la main, confèrent à ce vin une remarquable personnalité : un riesling sec et puissant, souligné d’une note minérale et d’une acidité finement ciselée. Prestigieuse signature de la maison, la « Cuvée Frédéric Emile » est recherchée par les fins connaisseurs et collectionneurs.;75cl;publish;closed;closed;maison-trimbach-riesling-cuvee-frederic-emile-2012;27-06-2022;27-06-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15240;product;3
15241;0;0;0;;2;26-03-2021;26-03-2021;Vin;Vin;Maison Trimbach Riesling Grand Cru Schlossberg 2020;Le Grand Cru Schlossberg est un terroir granitique. Granit de Thannenkirch et granit migmatite (granit et gneiss) de Kaysersberg. Planté en terrasses horizontales de 2 ou 3 rangées, orienté plein sud et situé à côté du château, ce vignoble est idéal pour le Riesling. Ce Riesling sec est délicat, ciselé et de garde de 10 ans et plus. C’est une production très limitée, presque confidentielle…;75cl;publish;closed;closed;maison-trimbach-riesling-grand-cru-schlossberg-2020;20-05-2022;20-05-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15241;product;0
15254;0;0;2;3,7;2;13-03-2021;13-03-2021;Vin;Vin;Camille Giroud Marsannay Rouge Les Longeroies 2022;Ce vin provient de vignes situées à Marsannay-La-Côte dans les lieux-dits Les Longeroies Dessus et Bas. Exposées au sud-est et à une altitude de 270 à 300 mètres, elles reposent sur un sol brun mince, argileux, riche en pierres (calcaire et chailles) résultant de l’altération des calcaires de Premeaux sous-jacents pour la partie haute et un sol d’épaisseur moyenne (50 à 70 centimètres d’ épaisseur) reposant sur des marnes riches en précipitations secondaires de calcaires et des cailloutis alluviaux abandonnés par la rivière l’Ouche lorsqu’elle coulait à Marsannay-La-Côte pour la partie basse.;75cl;publish;closed;closed;camille-giroud-marsannay-longeroies-2022;22-07-2021;22-07-2021;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15254;product;2
15256;0;0;0;;2;10-03-2022;10-03-2022;Vin;Vin;Château Simone Palette Rouge 2015;Les vins rouges, d’une grande distinction, présentent sous un rubis profond des arômes subtils et un bouquet d’une grande complexité  Charpentés, riches en tanins nobles, ils ont un beau potentiel de garde.;75cl;publish;closed;closed;chateau-simone-palette-rouge-2015;30-07-2022;30-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15256;product;0
15261;0;0;5;3,5;2;16-02-2022;16-02-2022;Vin;Vin;La Cotelleraie Saint-Nicolas-de-Bourgueil La Croisée 2018;Les expressions du terroir de Saint Nicolas de Bourgueil se manifestent dans leur splendeur : fruits rouges, arômes floraux, tendresse des tanins, longueur en bouche, tout est réuni pour flatter les palais les plus délicats.;75cl;publish;closed;closed;cotelleraie-saint-nicolas-croisee-2018;14-08-2022;14-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15261;product;5
15264;0;0;3;3,8;2;13-03-2021;13-03-2021;Vin;Vin;Decelle-Villa Auxey-Duresses Blanc 2017;C’est une rareté ! L’Auxey-Duresses blanc allie tension et gras dans une agréable sensation de fraîcheur. Collé à Meursault, pris en étau entre Monthelie et Saint-Romain, ce terroir calcaire s’étend en partie sur des coteaux qui prolongent naturellement la « côte des blancs ». C’est ici qu'est forgé ce blanc nerveux et généreux, aux notes miellées, de fleurs blanches et d’agrumes qui rappellent nettement les blancs de Meursault, avec une vivacité plus marquée.;75cl;publish;closed;closed;decelle-villa-auxey-blanc-2017;28-04-2022;28-04-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15264;product;3
15269;0;0;2;3,5;2;12-02-2022;12-02-2022;Vin;Vin;Pierre Gaillard Côte Rôtie Rose Pourpre 2017;"""La cuvée """"Rose Pourpre"""" provient d'une parcelle de 0,8Ha sur la fameuse Côte Brune. Très complexe, sur les fruits et les épices, beaucoup de matière et de structure, du grand art!""";75cl;publish;closed;closed;pierre-gaillard-cote-rotie-rose-pourpre-2017;24-08-2022;24-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15269;product;2
15280;0;0;14;4,5;2;17-04-2022;17-04-2022;Vin;Vin;Domaine Rotier Gaillac Blanc Doux Les Gravels 2016;C'est un vin au fruité intense ou se mêlent fruits à chair blanche et agrumes. Il offre un très bon équilibre et une belle fraîcheur.;75cl;publish;closed;closed;domaine-rotier-gaillac-blanc-doux-les-gravels-2016;08-08-2022;08-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15280;product;14
15281;0;0;2;4,5;2;17-04-2022;17-04-2022;Vin;Vin;Domaine Rotier Gaillac Rouge L'Ame 2022;D'une couleur pourpre sombre, ce vin offre dans sa jeunesse des arômes de fruits rouges et noirs, soutenus par des notes poivrées. La bouche est fruitée, fraîche et soyeuse, et se termine sur une très longue finale.;75cl;publish;closed;closed;domaine-rotier-gaillac-rouge-lame-2022;04-01-2022;04-01-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15281;product;2
15282;0;0;2;4,7;2;17-04-2022;17-04-2022;Vin;Vin;Domaine Rotier Gaillac Rouge Les Gravels 2022;D'une couleur pourpre sombre, ce vin offre dans sa jeunesse des arômes de fruits rouges et noirs, soutenus par des notes réglissées et poivrées. La bouche est ronde et fruitée, avec une pointe de fraîcheur et des tanins ronds et veloutés.;75cl;publish;closed;closed;domaine-rotier-gaillac-rouge-les-gravels-2022;25-08-2022;25-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15282;product;2
15283;0;0;3;3,2;2;17-04-2022;17-04-2022;Vin;Vin;Domaine Rotier Gaillac Rouge Renaissance 2016;Dans sa jeunesse, le vin présente une couleur pourpre sombre, un nez de fruits (cassis, cerise,...) rehaussé d'une touche réglissée, épicée et poivrée, puis une bouche ample, aux tanins néanmoins bien présents qui précèdent une finale délicatement fruitée.;75cl;publish;closed;closed;domaine-rotier-gaillac-rouge-renaissance-2016;15-07-2022;15-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15283;product;3
15292;0;0;2;3,5;2;28-02-2022;28-02-2022;Vin;Vin;Domaine Hauvette IGP Alpilles Jaspe 2017;Un magnifique blanc 100% Roussanne avec une fraîcheur, de l'élégance et de la gourmandise. Un grand blanc du Sud !;75cl;publish;closed;closed;domaine-hauvette-igp-alpilles-jaspe-2017-2;27-08-2022;27-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15292;product;2
15296;0;0;0;;2;08-02-2022;08-02-2022;Vin;Vin;Pierre Jean Villa Saint-Joseph Rouge Tildé 2017;Les vieilles vignes lui apportent une rare profondeur. L’attaque affiche de l’élégance. La bouche est portée par un minéral saisissant et des tanins de belle qualité. Grande bouteille !;75cl;publish;closed;closed;pierre-jean-villa-saint-joseph-tilde-2017;21-12-2021;21-12-2021;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15296;product;0
15298;0;0;2;3,1;2;08-02-2022;08-02-2022;Vin;Vin;Pierre Jean Villa Saint-Joseph Préface 2018;Il exhale un nez subtil, racé avec du poivre fin et de la tourbe. La bouche est une caresse grâce à des tanins élégants. De la haute couture.;75cl;publish;closed;closed;pierre-jean-villa-saint-joseph-preface-2018;30-12-2021;30-12-2021;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15298;product;2
15300;0;0;4;4,1;2;08-02-2022;08-02-2022;Vin;Vin;Pierre Jean Villa Crozes-Hermitage Accroche Coeur 2018;Dentelle de fruit de jeunes syrah, aux tanins légers et épicés. Hyper digeste. Un délice.;75cl;publish;closed;closed;pierre-jean-villa-croze-hermitage-accroche-coeur-2018;26-06-2022;26-06-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15300;product;4
15303;0;0;2;4;2;12-02-2022;12-02-2022;Vin;Vin;Pierre Jean Villa Saint-Joseph Saut De l'Ange 2018;Roussanne finement exotique, atypique par sa vivacité, d'un grain frais et plein de croquant.;75cl;publish;closed;closed;pierre-jean-villa-saint-joseph-saut-ange-2018;02-11-2021;02-11-2021;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15303;product;2
15306;0;0;2;3,5;2;16-02-2022;16-02-2022;Vin;Vin;Pierre Martin Sancerre Chavignol Rouge 2017;Sancerre avec de la richesse et une palette expressive de fruits mûrs. Un vin à la bouche fraîche, harmonieuse, avec un côté juteux réjouissant et plein de fruits. Les tanins sont sobres et la finale longue.;75cl;publish;closed;closed;pierre-martin-sancerre-rouge-2017;13-07-2022;13-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15306;product;2
15307;0;0;5;3,1;2;03-05-2022;03-05-2022;Vin;Vin;Philippe Nusswitz Duché d'Uzès Orénia Rouge 2021;Un vin gourmand, des arômes de fruits rouges mûrs, de réglisse et d'épices douces sur un corps généreux tout en gardant une belle fraîcheur. Des tanins présents mais souples permettent de l'apprécier dans sa jeunesse, mais son potentiel de garde est de 3 à 5 ans.;75cl;publish;closed;closed;philippe-nusswitz-duche-uzes-orenia-rouge-2021;26-08-2022;26-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15307;product;5
15310;0;0;15;4,4;2;20-02-2022;20-02-2022;Vin;Vin;Parcé Frères Côtes du Roussillon Villages Zoé Rouge 2018;Nez de fruits noirs et d'épices. La bouche du Zoé est élégante et délicate, mais garde beaucoup de caractère.;75cl;publish;closed;closed;parce-freres-cotes-roussillon-zoe-rouge-2018;25-08-2022;25-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15310;product;15
15315;0;0;0;;2;18-04-2022;18-04-2022;Vin;Vin;Domaine de Montgilet Anjou Blanc 2022;Sec et gras, cet Anjou blanc s’illustre autant par sa fraîcheur que par une étonnante finesse aromatique. Celle-ci est dominée par des arômes de fruits blancs, la guimauve, la pâte de mirabelle, le bois s’impose ensuite en même temps que l’abricot confit. La bouche s’affirme d’emblée soyeuse, avec un équilibre alcool acidité très réussi.;75cl;publish;closed;closed;domaine-de-montgilet-anjou-blanc-2022;26-05-2022;26-05-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15315;product;0
15316;0;0;1;3;2;19-04-2022;19-04-2022;Vin;Vin;Maurice Schoech Pinot Noir 2018;Un Pinot Noir sur le fruit avec une couleur chatoyante et des tanins souples.;75cl;publish;closed;closed;maurice-schoech-pinot-noir-2018;08-08-2022;08-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15316;product;1
15318;0;0;1;5;2;25-04-2021;25-04-2021;Vin;Vin;I Fabbri Chianti Classico Gran Selezione 2020;Le Gran Selezione est le résultat des meilleurs raisins de Sangiovese sur les plus beaux millésimes. Il a été élevé 18 mois en barriques françaises puis 6 mois en bouteille. C'est un vin d'une très grande structure et d'un très bel équilibre. Il évolue sur notes florales et de silex. En bouche, la fraîcheur est intense et les tanins sont très agréables.;75cl;publish;closed;closed;i-fabbri-chianti-classico-gran-selezione-2020;24-08-2022;24-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15318;product;1
15324;0;0;3;4,1;2;26-07-2021;26-07-2021;Vin;Vin;Planeta Sicilia Chardonnay 2017;Une version 100% sicilienne du chardonnay. Un plein d'agrumes, de fruits blancs, un boisé parfaitement équilibré. C'est un grand blanc parfaitement adapté aux produits de la mer.;75cl;publish;closed;closed;planeta-sicilia-chardonnay-2017;30-07-2022;30-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15324;product;3
15325;0;0;0;;2;27-03-2021;27-03-2021;Vin;Vin;Agnès Levet Côte Rôtie Améthyste 2021;C’est un vin équilibré et harmonieux issu du cœur historique de l'appellation, aux aromatiques étoffées par les saveurs épicées et appuyé par des tanins structurés et robuste.;75cl;publish;closed;closed;agnes-levet-amethyste-2021;21-05-2022;21-05-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15325;product;0
15328;0;0;2;4,9;2;27-03-2021;27-03-2021;Vin;Vin;Agnès Levet Côte Rôtie Maestria 2017;C’est un vin élégant et délicat caractéristique du lieu-dit La Landonne, aux arômes fruités complété par des notes florales de violette et soutenu par le velours des tanins très fins et fermes;75cl;publish;closed;closed;agnes-levet-cote-rotie-maestria-2017;25-07-2022;25-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15328;product;2
15329;0;0;0;;2;27-03-2021;27-03-2021;Vin;Vin;Agnès Levet Côte Rôtie Péroline 2021;Sous une étiquette unique se cache un grand vin de grade racé, très riche en tanins fermes, marqué par une minéralité d'un terroir situé au lieu-dit Chavaroche;75cl;publish;closed;closed;agnes-levet-cote-rotie-peroline-2021;28-07-2022;28-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15329;product;0
15337;0;0;15;5;2;17-05-2022;17-05-2022;Vin;Vin;Oratoire Saint Martin Cairanne Blanc Haut-Coustias 2021;Dans sa version blanc, le Cairanne Haut Coustias se pare d’une robe jaune pâle, avec une belle intensité aromatique au nez, sur des arômes de poire, de coing, de fleurs blanches. La bouche est grasse et longue, dévoilant de jolies saveurs d'amande grillée, avec beaucoup d'élégance.;75cl;publish;closed;closed;oratoire-saint-martin-cairanne-blanc-haut-coustias-2021;13-08-2022;13-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15337;product;15
15338;0;0;4;4,3;2;17-05-2022;17-05-2022;Vin;Vin;Oratoire Saint Martin Cairanne Blanc Réserve des Seigneurs 2018;Cette cuvée de Cairanne blanc s'exprime sur la fraîcheur avec des arômes floraux bien marqués au nez.  L'assemblage de 3 cépages rhodaniens donne ici une belle représentation des blancs de la Vallée du Rhône.;75cl;publish;closed;closed;oratoire-saint-martin-cairanne-blanc-reserve-des-seigneurs-2018;03-03-2022;03-03-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15338;product;4
15339;0;0;5;4,1;2;13-02-2022;13-02-2022;Vin;Vin;Zind-Humbrecht Pinot Gris Roche Calcaire 2021;Nez minéral sur le caillou, fumé discret sur une légère réduction typée Windsbuhl. Belle complexité de bouche de type très sec. Très joli équilibre, serré, dense, précis et fin. Arômes tout aussi fumés en bouche. Ce vin est sapide et agréable à boire. Certainement de belle garde. Les tanins sont discrets mais toutefois présents en finale avec un amer noble qui renforce la caractère sec du vin.;75cl;publish;closed;closed;zind-humbrecht-pinot-gris-roche-calcaire-2021;13-03-2022;13-03-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15339;product;5
15341;0;0;3;3;2;13-02-2022;13-02-2022;Vin;Vin;Zind-Humbrecht Zind 2017;Le Zind est traditionnellement composé d’un assemblage des parcelles de Chardonnay (70%) et Auxerrois (30%) situées sur le terroir calcaire du Clos Windsbuhl à Hunawihr.  Le nez présente une belle aromatique (agrumes, pierres mouillées, fruits blancs…) et s’est bien ouvert après la mise en bouteille. L’attaque est fluide et il est possible de ressentir une texture souple, juteuse et sapide. Le vin s’équilibre autour d’un contraste entre une sensation de vivacité d’un côté et une largeur enveloppante de l’autre. Le toucher de bouche est très salin. Le Zind 2017 est sans équivoque un grand vin de garde.;75cl;publish;closed;closed;zind-humbrecht-vdf-zind-2017;28-07-2022;28-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15341;product;3
15342;0;0;3;4,4;2;25-04-2021;25-04-2021;Vin;Vin;Zind-Humbrecht Muscat Turckheim 2016;Le nez est délicat, déjà bien ouvert, dévoilant des arômes mentholés, fleurs blanches. Le cépage est bien présent mais sans excès, il transmet bien la chaleur et la légèreté du terroir. Le palais est frais, élégant, très sec et bien en équilibre avec une acidité facile, qui n’accroche pas. De puissance moyenne, la finale est pure, le vin laisse une sensation de légèreté et procure beaucoup de plaisir. Facile de premier abord, il sera persistant et s’affirmera avec un peu d’ouverture.;75cl;publish;closed;closed;zind-humbrecht-muscat-turckheim-2016;28-07-2022;28-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15342;product;3
15343;0;0;1;3;2;06-04-2021;06-04-2021;Vin;Vin;Albert Mann Pinot Noir Clos de la Faille 2017;La robe est rouge cerise. Le nez est expressif sur des petits fruits rouges avec de jolies notes toastées. L'attaque en bouche est agréable avec des tanins présents mais pas dominants, qui amènent une belle finale, soulignée par une acidité fine.;75cl;publish;closed;closed;albert-mann-pinot-noir-clos-de-la-faille-2017;05-08-2022;05-08-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15343;product;1
15344;0;0;0;;2;31-07-2022;31-07-2022;Vin;Vin;Albert Mann Pinot Noir Les Saintes Claires 2021;La robe est rouge cerise et assez profonde. Lez dévoile des arômes de petits fruits rouges, comme la groseille à maquereau et une légère touche de fraise. La bouche tout en élégance et en raffinement apporte un côté juteux, presque sanguin. Les tanins présents sont soyeux. Avec beaucoup de longueur et de finesse en final, ce vin représente bien l’endroit où il est né : un éperon calcaire avec peu de profondeur de sol, exposé au sud, sur un terroir calcaire qui lui sied à merveille  de la haute couture.;75cl;publish;closed;closed;albert-mann-pinot-noir-les-saintes-claires-2021;21-07-2022;21-07-2022;0;https://www.bottle-neck.fr/?post_type=product&#038:p=15344;product;0
