id_client;sexe;metier;employeur;revenus;nombre_enfants;type_vehicule;age_vehicule;points_perdus;formule;date_demande;Id_Random;Intervalle_Revenu;Ville;Enfants en charge
707481422;F;chargé de production;Nguyen;8250;0;Minivan;1.0;2;dev_integral;31/05/2022;WI1734541;[0, 20k€];Colmars;Non
828461789;M;mécanicien et technicien;Fischer S.A.S.;89968;0;Minivan;11.0;0;dev_integral;16/02/2022;RB1742117;[60k€, 100k€];Lunel;Non
681097688;F;développeur d'applications mobiles;Lesage;64122;1;Minivan;20.0;0;dev_integral;21/05/2022;MF1752559;[60k€, 100k€];Delle;Oui
65858750;M;statisticien industriel industrielle;Étienne;2289;0;z_SUV;1.0;2;dev_express;26/04/2022;AF1766803;[0, 20k€];Rive-de-Gier;Non
410548344;M;administrateur de biens;Charrier;111559;0;Pickup;;6;dev_integral;14/01/2022;RG1775166;[100k€, 150k€];Lagrasse;Non
485486006;F;testeur;Daniel;0;0;Van;12.0;0;dev_express;16/02/2022;WC1782516;Inconnu;Achicourt;Non
897417305;M;auteur-compositeur interprète interprète;Humbert Cohen S.A.S.;;0;Sports Car;16.0;0;dev_express;01/01/2022;CO1793192;Inconnu;Saint-Laurent-de-Condel;Non
726519526;M;artiste de cirque;Guérin Allard SA;13337;3;z_SUV;1.0;0;dev_integral;14/01/2022;FR1807916;[0, 20k€];Valence;Oui
829430160;F;commercial export;Gosselin Langlois S.A.R.L.;45893;2;Van;6.0;0;dev_premium;10/05/2022;JC1812871;[40k€, 60k€];Bourg-Saint-Andéol;Oui
394231712;F;animateur nature nature;Ruiz Pons SARL;63433;0;Pickup;;1;dev_express;02/05/2022;ES1829318;[60k€, 100k€];Aix-en-Provence;Non
182169284;F;responsable de site de traitement des déchets;Dupuy;38430;3;Van;6.0;1;dev_express;10/02/2022;BB1832213;[20k€, 40k€];Carnac;Oui
810329333;M;hydrogéologue;Morel Dubois SA;172981;0;Panel Truck;13.0;0;dev_integral;08/01/2022;YB1843054;[150k€ et +];Birac;Non
342803111;F;éducateur de jeunes enfants;Leclercq;112481;0;Van;10.0;0;dev_premium;12/01/2022;CE1858762;[100k€, 150k€];Pau;Non
366029224;F;conducteur de travaux  agricoles;Bertrand Moulin SARL;4716;0;Pickup;1.0;1;dev_express;27/05/2022;UI1869228;[0, 20k€];null;Non
60329948;M;convoyeur de fonds;Pereira;47140;3;z_SUV;5.0;6;dev_premium;10/04/2022;KO1874656;[40k€, 60k€];Verneuil-sur-Avre;Oui
945949803;F;animateur de bassin versant;Albert Collet et Fils;23582;0;z_SUV;1.0;0;dev_integral;23/03/2022;UH1887102;[20k€, 40k€];Villers-Outréaux;Non
929525931;F;agriculteur;Chauveau Jacquet S.A.;19355;2;z_SUV;9.0;0;dev_integral;24/05/2022;NL1897996;[0, 20k€];Villebret;Oui
995761340;F;chercheur en physique;Delaunay;18573;0;z_SUV;1.0;0;dev_premium;05/01/2022;KZ1903329;[0, 20k€];Chartres;Non
388307461;F;brodeur;Barbier;89250;0;Minivan;11.0;0;dev_vip;17/05/2022;IE1913900;[60k€, 100k€];Saint-Génard;Non
174671893;M;moniteur-éducateur;Pottier Guillou S.A.R.L.;79594;0;Van;;5;dev_express;30/05/2022;AT1926594;[60k€, 100k€];Gattières;Non
326820492;M;conservateur du patrimoine;Le Goff;28551;0;Sports Car;1.0;3;dev_premium;25/01/2022;ND1935570;[20k€, 40k€];Rennes;Non
249889271;F;palefrenier;Costa SARL;121688;0;Sports Car;7.0;0;dev_integral;30/01/2022;XW1943670;[100k€, 150k€];Marolles;Non
864505372;F;peintre en bâtiment;Fernandes et Fils;55532;0;Panel Truck;1.0;1;dev_premium;04/01/2022;UE1957975;[40k€, 60k€];Aix-en-Provence;Non
852315084;F;installateur en télécoms;Techer;178864;0;z_SUV;15.0;0;dev_integral;11/02/2022;VW1962279;[150k€ et +];Montreuil;Non
922780757;F;maquettiste;Michaud Bonneau S.A.;54064;2;Sports Car;7.0;3;dev_premium;07/04/2022;HX1974579;[40k€, 60k€];Lons-le-Saunier;Oui
405037020;F;conseiller en fusions-acquisitions;Girard Grenier SARL;58248;4;Minivan;17.0;4;dev_express;09/02/2022;EG1981444;[40k€, 60k€];Bailleau-l'Évêque;Oui
693046723;M;responsable de projets culturels;Maurice;108317;0;Panel Truck;13.0;2;dev_express;27/04/2022;AG1995156;[100k€, 150k€];Mende;Non
37477931;F;chirurgien-dentiste;Roger S.A.;34024;1;z_SUV;4.0;0;dev_integral;25/05/2022;WW2007720;[20k€, 40k€];Montbéliard;Oui
723051889;F;horloger;Weber;35558;0;Minivan;;0;dev_express;10/02/2022;YS2016726;[20k€, 40k€];Cadenet;Non
119301768;M;rudologue;Baudry;40245;0;Sports Car;8.0;9;dev_express;14/03/2022;ER2027881;[40k€, 60k€];Saint-Marcellin-en-Forez;Non
954222851;M;conducteur de machine onduleuse;Vallet;69530;0;Pickup;7.0;4;dev_integral;11/05/2022;CI2037714;[60k€, 100k€];Marcilly-sur-Vienne;Non
914469084;M;toiletteur d'animaux;Gros Garnier SA;45298;2;Minivan;1.0;0;dev_premium;09/04/2022;WJ2049792;[40k€, 60k€];Mirepoix;Oui
864895341;F;ingénieur essais;Chevalier;57018;0;z_SUV;14.0;2;dev_premium;14/04/2022;IV2054690;[40k€, 60k€];Bourg-Achard;Non
115686938;M;officier de la Marine nationale;Gilbert;37675;1;Sports Car;7.0;3;dev_express;18/04/2022;PO2066789;[20k€, 40k€];Lafresguimont-Saint-Martin;Oui
161360224;M;contrôleur technique automobile;Roger;50049;0;Minivan;1.0;0;dev_express;23/03/2022;ZV2073218;[40k€, 60k€];Gréoux-les-Bains;Non
930884352;M;technicien plasturgiste;Schneider;64076;0;Minivan;;6;dev_integral;09/05/2022;FT2081462;[60k€, 100k€];Châlons-en-Champagne;Non
289561426;M;vendeur-conseil en matériel agricole;Potier S.A.R.L.;23486;0;Minivan;12.0;0;dev_express;04/02/2022;EU2099511;[20k€, 40k€];Saint-Dizier;Non
712302160;M;vendeur-magasinier en fournitures automobiles;Georges Foucher SA;37345;1;Panel Truck;8.0;1;dev_premium;19/04/2022;FO2105208;[20k€, 40k€];Ajaccio;Oui
103995962;F;architecte des systèmes d'information;Picard;31389;3;z_SUV;5.0;0;dev_integral;03/04/2022;CJ2116252;[20k€, 40k€];Morsang-sur-Orge;Oui
983789161;F;data manager;Schneider;58193;2;Minivan;8.0;1;dev_integral;18/01/2022;NY2127482;[40k€, 60k€];Prigonrieux;Oui
450097524;F;greffier;Jean;112481;0;Panel Truck;16.0;1;dev_express;23/03/2022;ZJ2135440;[100k€, 150k€];Ozan;Non
249934599;F;staffeur-ornemaniste;Dijoux;43210;0;z_SUV;;1;dev_integral;02/05/2022;WF2149555;[40k€, 60k€];Saint-Parize-le-Châtel;Non
750731752;F;maquettiste;Pichon;45807;0;Van;5.0;1;dev_express;19/01/2022;FC2153229;[40k€, 60k€];Pamiers;Non
9697388;M;animateur d'activités physiques et sportives pour tous;Chartier S.A.;40008;2;Van;;5;dev_integral;15/02/2022;EA2168871;[40k€, 60k€];Villeneuve-sur-Lot;Oui
583441358;M;artiste de cirque;Legendre Barbier SA;109900;0;z_SUV;13.0;0;dev_premium;03/01/2022;XQ2174022;[100k€, 150k€];Séné;Non
835221275;F;géotechnicien;Vincent;25647;3;Pickup;6.0;2;dev_express;27/03/2022;NJ2186944;[20k€, 40k€];Bourg-en-Bresse;Oui
588741868;F;pilote d'hélicoptère;Salmon;74789;0;z_SUV;19.0;8;dev_premium;02/04/2022;CV2199940;[60k€, 100k€];Garenne-Colombes;Non
702961342;M;électromécanicien;Labbé;20299;0;Sports Car;1.0;0;dev_premium;30/04/2022;XS2209640;[20k€, 40k€];Labastide-du-Temple;Non
22340563;M;souffleur de verre;Allain;27204;3;Minivan;1.0;1;dev_integral;07/04/2022;UA2214049;[20k€, 40k€];Biscarrosse;Oui
360476883;M;assistant de service social;Legendre;113195;3;Sports Car;16.0;0;dev_integral;22/01/2022;LD2224112;[100k€, 150k€];Wittenheim;Oui
35699337;M;inspecteur de banque;Collet Salmon S.A.R.L.;;1;Pickup;18.0;0;dev_integral;07/05/2022;SR2238004;Inconnu;Montreuil;Oui
88744550;F;garde (chasse, pêche, littoral, rivière, parcs nationaux);Nguyen SARL;75080;0;z_SUV;3.0;4;dev_premium;07/01/2022;HX2242502;[60k€, 100k€];Mourioux-Vieilleville;Non
473317996;F;chargé de recherche en recrutement;Benard Ruiz S.A.S.;113498;4;z_SUV;5.0;5;dev_integral;05/01/2022;AZ2252735;[100k€, 150k€];Cour-Cheverny;Oui
199865035;F;conducteur opérateur opératrice de scierie;Courtois Gautier SA;38720;0;Minivan;1.0;0;dev_integral;13/05/2022;MX2261387;[20k€, 40k€];Niort;Non
832341300;M;chef des ventes;Lebreton;125625;0;Minivan;10.0;4;dev_express;11/05/2022;LZ2273233;[100k€, 150k€];Manduel;Non
192407030;F;conducteur de bus ou d'autocar;Louis;38504;0;z_SUV;9.0;3;dev_integral;29/03/2022;SH2288637;[20k€, 40k€];Publier;Non
893178600;M;anatomiste;Rémy;35192;2;z_SUV;3.0;0;dev_premium;12/02/2022;YQ2291557;[20k€, 40k€];Naucelle;Oui
37246864;F;conseiller en assurances;Allain;0;0;Minivan;1.0;0;dev_premium;18/03/2022;PQ2301577;Inconnu;Leffrinckoucke;Non
445582540;F;ingénieur concepteur conceptrice en mécanique;Hervé;33791;0;Pickup;1.0;5;dev_express;25/01/2022;XM2319760;[20k€, 40k€];Foix;Non
648577877;F;statisticien;Carre;50621;0;z_SUV;;3;dev_express;11/05/2022;YA2327727;[40k€, 60k€];Carcassonne;Non
8467576;M;ingénieur gaz;Colas;69434;2;Minivan;7.0;0;dev_express;04/05/2022;DU2332482;[60k€, 100k€];Aniche;Oui
288561163;F;traducteur-interprète;Maréchal;77686;0;Minivan;;3;dev_express;22/01/2022;DA2348294;[60k€, 100k€];Chezal-Benoît;Non
989121977;F;ingénieur papetier papetière;Meyer;68194;0;z_SUV;10.0;2;dev_express;06/01/2022;BQ2357401;[60k€, 100k€];Chouilly;Non
195844876;F;attaché commercial commerciale;Gomez;16502;1;z_SUV;7.0;2;dev_integral;11/04/2022;TC2366405;[0, 20k€];Saint-Pierre-d'Eyraud;Oui
540229328;M;ingénieur brevets;Petitjean Humbert SARL;46812;0;Pickup;16.0;0;dev_integral;22/03/2022;HQ2375998;[40k€, 60k€];Sainte-Geneviève-des-Bois;Non
31091202;F;audioprothésiste;Pinto;180128;0;Panel Truck;15.0;0;dev_premium;31/03/2022;UO2387337;[150k€ et +];Dunières;Non
904934030;F;canalisateur;Breton;175219;0;z_SUV;15.0;0;dev_integral;09/03/2022;CZ2397444;[150k€ et +];Bourgneuf-la-Forêt;Non
919497852;M;vendeur-conseil en matériel agricole;Roussel;39144;2;z_SUV;1.0;5;dev_integral;07/05/2022;NU2409789;[20k€, 40k€];Charleville-Mézières;Oui
397609188;F;opérateur sur machine à commande numérique;Laurent et Fils;91605;0;Minivan;10.0;3;dev_integral;24/02/2022;LB2417110;[60k€, 100k€];Pont-du-Château;Non
583493255;F;ingénieur chimiste;Bonneau;73671;0;Minivan;15.0;0;dev_express;24/05/2022;BA2425603;[60k€, 100k€];Fleury-sur-Orne;Non
359736972;M;reporter-photographe;Payet SA;81767;0;z_SUV;7.0;0;dev_express;25/02/2022;BH2432734;[60k€, 100k€];Valence;Non
247258580;F;ingénieur en fonderie;Bertrand;5;0;Pickup;11.0;0;dev_express;29/03/2022;RE2447578;[0, 20k€];Ydes;Non
263632369;F;coffreur-boiseur;Guérin;79053;2;Sports Car;12.0;6;dev_express;10/05/2022;QI2455610;[60k€, 100k€];Limoges;Oui
24038801;M;ingénieur radioprotection;David S.A.S.;41229;1;z_SUV;5.0;3;dev_integral;14/05/2022;JJ2469249;[40k€, 60k€];L'Albenc;Oui
39016793;F;directeur de restaurant;Guillaume;;0;Van;12.0;3;dev_integral;19/01/2022;VE2472100;Inconnu;Montagne;Non
638602003;M;consultant en informatique décisionnelle;Arnaud S.A.R.L.;64990;2;Pickup;7.0;0;dev_premium;27/05/2022;YW2482550;[60k€, 100k€];Cauterets;Oui
903207853;M;gestionnaire de contrats informatiques;Delorme S.A.;14818;3;Van;1.0;0;dev_integral;13/01/2022;ME2496142;[0, 20k€];Ville-sous-Anjou;Oui
529008078;M;technicien de maintenance en informatique;Monnier;39095;0;Pickup;10.0;0;dev_integral;08/04/2022;OT2502303;[20k€, 40k€];Chassy;Non
349140341;F;responsable assurance qualité;Gillet S.A.R.L.;90075;0;Minivan;15.0;2;dev_integral;26/04/2022;NB2514826;[60k€, 100k€];Chaumont;Non
133687781;M;art-thérapeute;Roche;100328;0;z_SUV;20.0;1;dev_integral;30/01/2022;IX2528210;[100k€, 150k€];Bréviandes;Non
639473172;F;vendeur en magasin;Ribeiro SA;57095;0;z_SUV;12.0;5;dev_express;18/05/2022;PP2537662;[40k€, 60k€];Dogneville;Non
547998631;M;technicien d'exploitation de l'eau;Maréchal Roux S.A.R.L.;46993;0;Minivan;6.0;3;dev_premium;27/01/2022;PV2549731;[40k€, 60k€];Gensac-la-Pallue;Non
766689359;F;correcteur;Chevallier Jourdan SARL;139307;0;Van;18.0;0;dev_express;13/02/2022;SJ2559086;[100k€, 150k€];Belfort;Non
187776372;M;officier marinier marinière;Humbert SARL;26114;0;Minivan;8.0;0;dev_integral;26/04/2022;OO2565986;[20k€, 40k€];Appoigny;Non
193388454;M;chef d'exploitation d'usine d'incinération;Navarro S.A.R.L.;98485;3;Van;;2;dev_premium;26/05/2022;WU2578770;[60k€, 100k€];Montilly;Oui
105167366;M;libraire;Adam Mendès SA;;3;Minivan;16.0;0;dev_integral;06/02/2022;XV2585690;Inconnu;Saint-Maur-des-Fossés;Oui
311422974;F;ingénieur chimiste en développement analytique;Martins Bonnin S.A.;29251;3;Minivan;5.0;0;dev_express;05/02/2022;SI2599608;[20k€, 40k€];Châlons-en-Champagne;Oui
230285211;F;professeur en activité physique adaptée;Delahaye Gosselin S.A.R.L.;17562;0;Minivan;1.0;0;dev_premium;26/03/2022;VM2604225;[0, 20k€];Jonquières;Non
804938542;F;responsable approvisionnement;Bouvier;47248;0;Panel Truck;10.0;4;dev_express;14/02/2022;RZ2611892;[40k€, 60k€];Pamiers;Non
754785835;F;zoologiste;Joubert;63457;0;Panel Truck;8.0;5;dev_integral;17/04/2022;XI2629843;[60k€, 100k€];Villecien;Non
733505117;F;manager de risques;Delahaye;99186;2;Van;9.0;1;dev_express;12/02/2022;PY2634635;[60k€, 100k€];Baume-les-Dames;Oui
622982638;M;technicien électrotechnicien électrotechnicienne;Blanchard;165193;0;Pickup;17.0;0;dev_integral;20/03/2022;CH2649811;[150k€ et +];Lodève;Non
285072055;M;ingénieur hydroécologue;Hebert et Fils;98572;0;Van;10.0;7;dev_express;24/03/2022;JI2658224;[60k€, 100k€];Villeneuve-lès-Avignon;Non
582651288;M;chef de publicité;Dupont;14356;0;z_SUV;;4;dev_integral;28/05/2022;HW2666716;[0, 20k€];Ghisonaccia;Non
185458905;M;chirurgien;Grégoire;62991;0;z_SUV;7.0;1;dev_integral;27/04/2022;AN2674195;[60k€, 100k€];Pezens;Non
976090829;M;gouvernant;Dupont S.A.S.;99403;0;z_SUV;1.0;1;dev_premium;28/01/2022;RS2685462;[60k€, 100k€];Arcambal;Non
606671545;M;éducateur technique spécialisé technique spécialisée;Mercier;171913;0;Panel Truck;11.0;4;dev_express;21/03/2022;LK2692411;[150k€ et +];Auch;Non
987311024;F;éducateur sportif sportive des activités aquatiques et de la natation;Dijoux SA;60599;0;z_SUV;12.0;0;dev_integral;07/01/2022;NX2708085;[60k€, 100k€];Dun-le-Palestel;Non
424197869;F;modiste;Faivre;102092;0;Minivan;13.0;4;dev_premium;15/05/2022;VA2713945;[100k€, 150k€];Château-Thierry;Non
9864398;F;responsable de laboratoire de contrôle en biologie;Dufour;47847;0;Sports Car;12.0;4;dev_integral;09/02/2022;QC2728272;[40k€, 60k€];Loctudy;Non
894008021;M;hydrogéologue;Alves;196756;0;Pickup;13.0;3;dev_express;04/02/2022;AX2739886;[150k€ et +];Saint-Denis;Non
196850945;F;antiquaire;Guyon;91924;0;Van;8.0;3;dev_integral;30/04/2022;RY2747442;[60k€, 100k€];Phaffans;Non
980076743;M;animateur de bassin versant;Chevalier S.A.;70851;0;Van;1.0;0;dev_express;06/01/2022;AU2751740;[60k€, 100k€];Mouille;Non
400793877;M;actuaire;Pelletier Bertrand S.A.S.;54853;1;z_SUV;1.0;2;dev_express;12/04/2022;LJ2762488;[40k€, 60k€];Caen;Oui
70519778;F;technicien chimiste;Rocher et Fils;95662;0;Panel Truck;10.0;5;dev_express;25/04/2022;LO2779673;[60k€, 100k€];Châtel-Saint-Germain;Non
164947678;M;horticulteur;Noël;93310;2;Pickup;8.0;4;dev_integral;01/01/2022;UG2784916;[60k€, 100k€];null;Oui
692062611;M;régleur;Monnier;30631;0;Pickup;1.0;5;dev_express;16/03/2022;QD2798578;[20k€, 40k€];Tillières-sur-Avre;Non
377336272;M;monteur-câbleur;Gilbert S.A.R.L.;127079;0;Panel Truck;20.0;3;dev_integral;20/03/2022;EO2803329;[100k€, 150k€];Lézardrieux;Non
367158992;M;technicien démonstrateur démonstratrice en matériel agricole;Poulain Grégoire SA;0;0;z_SUV;2.0;3;dev_integral;20/01/2022;VI2811339;Inconnu;Pau;Non
484058014;M;artiste de cirque;Lagarde S.A.S.;72306;0;Minivan;12.0;0;dev_integral;10/05/2022;FZ2824731;[60k€, 100k€];Saint-Julien-les-Villas;Non
190335385;M;médecin généraliste;Jacquet;0;0;Sports Car;11.0;5;dev_premium;10/01/2022;WX2835533;Inconnu;Hénin-Beaumont;Non
182670239;F;assistant en ressources humaines;Traore S.A.S.;74713;0;Sports Car;12.0;0;dev_integral;28/03/2022;IF2846803;[60k€, 100k€];Saint-Denis-de-Gastines;Non
320166141;F;microtechnicien;Bernier David SA;38768;0;Minivan;11.0;4;dev_integral;13/04/2022;GB2852173;[20k€, 40k€];Aixe-sur-Vienne;Non
428288926;F;brodeur;Clerc;79989;0;z_SUV;1.0;0;dev_integral;21/02/2022;SX2868766;[60k€, 100k€];Méaulte;Non
829674021;F;moniteur-éducateur;Briand Voisin S.A.;32196;0;Pickup;1.0;2;dev_integral;15/01/2022;CF2879315;[20k€, 40k€];Chambéry;Non
105136025;F;programmiste;Riou;25620;0;Pickup;10.0;0;dev_integral;25/01/2022;JO2888541;[20k€, 40k€];Orchamps;Non
538955593;M;secrétaire médical;Gautier;;0;Minivan;7.0;2;dev_integral;18/01/2022;KG2892399;Inconnu;Saint-Martin-de-Seignanx;Non
622751878;F;orthoprothésiste;Dubois Peltier SARL;276054;0;Panel Truck;17.0;0;dev_express;15/02/2022;AO2905815;[150k€ et +];Roquefort;Non
282856816;M;aide-chimiste;Fontaine S.A.S.;75128;1;Pickup;14.0;1;dev_premium;27/01/2022;RQ2916565;[60k€, 100k€];Ploërmel;Oui
495081514;M;formateur d'adultes;Laporte Monnier SARL;45819;0;Pickup;9.0;4;dev_express;18/03/2022;RI2925202;[40k€, 60k€];Toulon;Non
198710955;M;juriste en droit social;Chauvin;52703;0;Pickup;8.0;0;dev_integral;22/03/2022;EC2931257;[40k€, 60k€];Verneuil-sur-Vienne;Non
709159686;M;patron pêcheur;Chauvin Guyon S.A.S.;36700;0;Minivan;;3;dev_integral;07/03/2022;HJ2949412;[20k€, 40k€];Kervignac;Non
833177798;M;ingénieur hydrogéomorphologue;Nicolas;61597;0;Van;4.0;0;dev_integral;18/05/2022;IG2957362;[60k€, 100k€];Montluçon;Non
762552558;F;auditeur externe;Deschamps Legrand et Fils;37364;1;z_SUV;1.0;1;dev_express;01/05/2022;PG2967221;[20k€, 40k€];Hayange;Oui
120991168;F;ingénieur maintenance aéronautique;Rodriguez;82478;2;z_SUV;11.0;0;dev_integral;26/05/2022;KG2974945;[60k€, 100k€];Vic-Fezensac;Oui
182301007;F;hydraulicien;Becker S.A.R.L.;49654;0;z_SUV;;6;dev_premium;23/04/2022;YQ2988486;[40k€, 60k€];Cloyes-sur-le-Loir;Non
178900296;F;auxiliaire de puériculture;Chartier;113595;1;Minivan;11.0;1;dev_express;27/02/2022;LX2995604;[100k€, 150k€];Épinay-sur-Seine;Oui
923115251;F;conducteur routier routière;Leblanc Weiss SA;62881;0;Pickup;10.0;2;dev_integral;16/04/2022;KA3004702;[60k€, 100k€];Héricourt;Non
491050222;F;chef de produit marketing;Durand et Fils;48741;3;Panel Truck;21.0;1;dev_express;21/03/2022;HG3013596;[40k€, 60k€];Beaurains;Oui
191509516;M;conseiller d'élevage;Reynaud S.A.S.;20850;0;Sports Car;1.0;0;dev_integral;10/05/2022;SO3021549;[20k€, 40k€];Miramont-de-Guyenne;Non
695733470;F;juriste droit de l'environnement;Royer;80054;2;Pickup;10.0;0;dev_integral;11/04/2022;LB3036203;[60k€, 100k€];Livinière;Oui
690754289;F;géomètre-topographe;Bouchet;11585;3;z_SUV;1.0;0;dev_express;13/05/2022;AO3046010;[0, 20k€];Reyniès;Oui
329879708;F;horticulteur;Leconte Benard S.A.R.L.;9750;3;Minivan;1.0;3;dev_integral;26/05/2022;WT3053154;[0, 20k€];Billy-Montigny;Oui
720955799;F;conducteur opérateur opératrice de scierie;Simon;47936;0;Pickup;10.0;0;dev_express;03/03/2022;HX3062006;[40k€, 60k€];Mans;Non
947631958;F;conducteur routier routière;Menard;201627;0;Sports Car;12.0;0;dev_express;26/01/2022;NW3071474;[150k€ et +];Avignon;Non
297184888;M;agent de constatation des douanes;Bouvier;130381;0;Pickup;20.0;4;dev_express;22/01/2022;JG3088212;[100k€, 150k€];Saint-Céré;Non
627828331;F;animateur de radio et de télévision;Muller SARL;2633;0;z_SUV;3.0;0;dev_express;25/05/2022;NW3094958;[0, 20k€];Saint-Marc-à-Frongier;Non
316675115;F;cogniticien;Ollivier;73528;0;Minivan;11.0;0;dev_premium;03/02/2022;BF3106303;[60k€, 100k€];Chaumont-sur-Tharonne;Non
577705909;F;consultant en informatique décisionnelle;Jacques S.A.S.;141386;0;Panel Truck;19.0;5;dev_express;08/01/2022;AK3115941;[100k€, 150k€];Laneuvelotte;Non
994635309;F;bibliothécaire;Barbe SARL;0;0;Minivan;11.0;0;dev_express;02/05/2022;NA3123556;Inconnu;Isle-Aumont;Non
302592534;M;responsable du back office;Joseph S.A.R.L.;42089;0;Sports Car;7.0;0;dev_express;18/05/2022;AA3133603;[40k€, 60k€];Cusy;Non
369429861;M;ingénieur technico-commercial technico-commerciale;Vallée Poulain S.A.;29844;0;Minivan;8.0;0;dev_premium;25/05/2022;GY3149255;[20k€, 40k€];Denain;Non
922516177;M;concepteur-rédacteur;Renault S.A.S.;40570;1;Sports Car;1.0;2;dev_integral;04/05/2022;WA3153348;[40k€, 60k€];Chapelle-au-Moine;Oui
533429603;F;architecte;Gaudin SARL;134520;1;Pickup;12.0;2;dev_integral;16/04/2022;VI3166269;[100k€, 150k€];Créteil;Oui
396892250;M;élagueur;Lejeune;16052;0;Minivan;1.0;0;dev_integral;17/02/2022;LD3173707;[0, 20k€];L'Isle-Jourdain;Non
918606594;M;administrateur réseaux;Peltier S.A.R.L.;105442;0;Minivan;11.0;0;dev_premium;25/04/2022;QC3186151;[100k€, 150k€];Pont-de-Claix;Non
486815695;F;ingénieur textile;Klein;36935;0;Panel Truck;7.0;0;dev_integral;24/03/2022;VN3197343;[20k€, 40k€];Montargis;Non
996649251;F;ingénieur nucléaire;Hebert;0;4;z_SUV;5.0;0;dev_express;24/01/2022;OY3207797;Inconnu;Sassenage;Oui
496476303;M;responsable du back office;Jacques;;1;Pickup;9.0;0;dev_integral;03/03/2022;ZQ3217758;Inconnu;Conflans-Sainte-Honorine;Oui
839427801;F;tapissier d'ameublement;Menard S.A.S.;138550;0;Van;14.0;0;dev_integral;29/01/2022;QU3221033;[100k€, 150k€];Dole;Non
803840924;F;accompagnateur en moyenne montagne;Alexandre SA;15035;2;z_SUV;4.0;0;dev_integral;29/04/2022;YX3236846;[0, 20k€];Lyon;Oui
797320781;F;concepteur de niveaux de jeu web;Boutin Girard SARL;78103;0;Sports Car;6.0;0;dev_integral;11/01/2022;RJ3247067;[60k€, 100k€];Sainte-Livrade-sur-Lot;Non
967774042;F;chef de produit touristique;Petitjean SA;16715;1;Pickup;1.0;7;dev_express;11/05/2022;CB3258735;[0, 20k€];Lattes;Oui
456720318;F;animateur de radio et de télévision;Perez Vaillant et Fils;25570;2;z_SUV;1.0;6;dev_express;07/05/2022;TM3268215;[20k€, 40k€];Charleville-Mézières;Oui
888957957;M;géomaticien;Bourgeois;86091;0;Minivan;1.0;3;dev_express;08/02/2022;JJ3279295;[60k€, 100k€];Mont-Cauvaire;Non
551370243;F;microtechnicien;Barre;85894;0;Minivan;19.0;2;dev_integral;01/02/2022;KJ3283368;[60k€, 100k€];Limoges;Non
460845643;F;professeur en activité physique adaptée;Carre S.A.S.;26301;0;z_SUV;12.0;3;dev_integral;10/03/2022;OR3294580;[20k€, 40k€];Bourges;Non
18096053;F;technicien de la circulation ferroviaire SNCF;Blot SA;40466;0;Minivan;1.0;1;dev_integral;08/03/2022;LG3306049;[40k€, 60k€];Réquista;Non
837810448;F;formateur en informatique;Chevalier;35231;0;z_SUV;9.0;1;dev_premium;27/05/2022;OW3311974;[20k€, 40k€];Montgeron;Non
22905935;F;technicien qualité;Valentin Laporte S.A.;74295;0;Pickup;9.0;2;dev_vip;07/01/2022;MC3329477;[60k€, 100k€];Épinay-sur-Seine;Non
12136446;M;coloriste;Lamy SA;20921;3;Minivan;1.0;0;dev_express;14/02/2022;VJ3333254;[20k€, 40k€];Poissy;Oui
97750917;M;assistant commercial commerciale;Lagarde SARL;30960;0;Sports Car;4.0;0;dev_express;21/02/2022;IH3344041;[20k€, 40k€];Corbeil-Essonnes;Non
708077771;M;responsable de scierie;Schmitt;36354;1;Van;7.0;0;dev_integral;09/04/2022;BM3354812;[20k€, 40k€];Pouxeux;Oui
361665026;F;gestionnaire de contrats informatiques;Boulanger S.A.S.;74546;3;Minivan;9.0;5;dev_integral;25/03/2022;MG3365970;[60k€, 100k€];Saint-Maurice-de-Lignon;Oui
621496694;F;chef de projet sites et sols pollués;Jacquet Brunel et Fils;88305;1;z_SUV;20.0;0;dev_express;31/03/2022;UE3374769;[60k€, 100k€];Châteauneuf-le-Rouge;Oui
62746989;M;responsable achats en chimie;Martel;51814;0;Sports Car;15.0;0;dev_integral;02/02/2022;UJ3382519;[40k€, 60k€];Marvejols;Non
430441105;M;chargé d'études en marketing;Simon Chevalier S.A.;43560;0;Pickup;7.0;0;dev_integral;08/05/2022;HZ3395696;[40k€, 60k€];Ajaccio;Non
694267964;M;consignataire de navire;Chauveau Mendès S.A.R.L.;110543;1;z_SUV;9.0;0;dev_integral;04/04/2022;EV3405952;[100k€, 150k€];Cergy;Oui
525918644;F;éducateur de la protection judiciaire de la jeunesse (PJJ);Guichard;0;2;Sports Car;6.0;3;dev_express;11/01/2022;ZN3412496;Inconnu;Chabreloche;Oui
491709455;M;trader;Ruiz;124375;3;Panel Truck;8.0;4;dev_express;22/03/2022;SY3428109;[100k€, 150k€];Rouvenac;Oui
132609655;M;matelot à la pêche;Samson SA;40990;1;Sports Car;1.0;0;dev_integral;30/01/2022;MI3433402;[40k€, 60k€];Condom;Oui
549069454;M;officier de la Marine nationale;Teixeira François S.A.R.L.;72500;0;z_SUV;1.0;7;dev_integral;09/05/2022;ZN3444052;[60k€, 100k€];Venesmes;Non
920638735;M;photographe;Daniel;34408;0;Minivan;5.0;3;dev_integral;11/04/2022;KP3454505;[20k€, 40k€];Brillac;Non
