Key_Sales;Sales;Orders;Stock
2023-6_16515;13;;32
2023-7_16515;13;30;49
2023-8_16515;11;;38
2023-9_16515;17;;21
2023-10_16515;12;60;69
2022-10_16586;10;66;80
2022-11_16586;16;;64
2022-12_16586;21;;43
2023-1_16586;6;30;67
2023-2_16586;5;;62
2023-3_16586;5;;57
2023-4_16586;7;24;74
2023-5_16586;9;;65
2023-6_16586;12;;53
2023-7_16586;12;42;83
2023-8_16586;10;;73
2023-9_16586;16;;57
2023-10_16586;12;72;117
2022-10_14945;15;;16
2022-11_14945;25;108;99
2022-12_14945;31;;68
2023-1_14945;9;;59
2023-2_14945;6;;53
2023-3_14945;9;54;98
2023-4_14945;11;;87
2023-5_14945;14;;73
2023-6_14945;17;90;146
2023-7_14945;19;;127
2023-8_14945;15;;112
2023-9_14945;23;;89
2023-10_14945;16;;73
2022-10_15662;16;;32
2022-11_15662;28;156;160
2022-12_15662;36;;124
2023-1_15662;8;;116
2023-2_15662;7;;109
2023-3_15662;9;72;172
2023-4_15662;13;;159
2023-5_15662;15;;144
2023-6_15662;20;108;232
2023-7_15662;20;;212
2023-8_15662;16;;196
2023-9_15662;24;;172
2023-10_15662;18;;154
2022-10_15663;14;;29
2022-11_15663;23;108;114
2022-12_15663;31;;83
2023-1_15663;9;;74
2023-2_15663;8;;66
2023-3_15663;9;66;123
2023-4_15663;11;;112
2023-5_15663;12;;100
2023-6_15663;16;90;174
2023-7_15663;19;;155
2023-8_15663;14;;141
2023-9_15663;22;;119
2023-10_15663;16;;103
2022-10_15664;9;;9
2022-11_15664;18;96;87
2022-12_15664;21;;66
2023-1_15664;6;;60
2023-2_15664;5;;55
2023-3_15664;6;30;79
2023-4_15664;7;;72
2023-5_15664;9;;63
2023-6_15664;11;60;112
2023-7_15664;13;;99
2023-8_15664;11;;88
2023-9_15664;16;;72
2023-10_15664;12;;60
2022-10_15665;7;;9
2022-11_15665;13;66;62
2022-12_15665;16;;46
2023-1_15665;5;;41
2023-2_15665;4;;37
2023-3_15665;5;24;56
2023-4_15665;5;;51
2023-5_15665;7;;44
2023-6_15665;9;42;77
2023-7_15665;10;;67
2023-8_15665;8;;59
2023-9_15665;11;;48
2023-10_15665;9;;39
2022-10_14626;7;;7
2022-11_14626;13;42;36
2022-12_14626;16;;20
2023-1_14626;4;;16
2023-2_14626;4;18;30
2023-3_14626;5;;25
2023-4_14626;6;;19
2023-5_14626;7;24;36
2023-6_14626;10;;26
2023-7_14626;11;;15
2023-8_14626;8;30;37
2023-9_14626;11;;26
2023-10_14626;9;;17
2022-10_12496;8;;16
2022-11_12496;16;60;60
2022-12_12496;18;;42
2023-1_12496;4;;38
2023-2_12496;5;18;51
2023-3_12496;6;;45
2023-4_12496;6;;39
2023-5_12496;8;24;55
2023-6_12496;10;;45
2023-7_12496;10;;35
2023-8_12496;8;30;57
2023-9_12496;14;;43
2023-10_12496;10;;33
2022-10_15095;11;;13
2022-11_15095;19;102;96
2022-12_15095;24;;72
2023-1_15095;6;;66
2023-2_15095;5;;61
2023-3_15095;6;36;91
2023-4_15095;9;;82
2023-5_15095;10;;72
2023-6_15095;13;66;125
2023-7_15095;14;;111
2023-8_15095;11;;100
2023-9_15095;18;;82
2023-10_15095;13;;69
2022-10_12315;6;;2
2022-11_12315;12;42;32
2022-12_12315;14;;18
2023-1_12315;4;;14
2023-2_12315;4;12;22
2023-3_12315;4;;18
2023-4_12315;5;;13
2023-5_12315;6;24;31
2023-6_12315;8;;23
2023-7_12315;9;;14
2023-8_12315;7;24;31
2023-9_12315;10;;21
2023-10_12315;8;;13
2022-10_15462;10;;19
2022-11_15462;16;72;75
2022-12_15462;21;;54
2023-1_15462;6;;48
2023-2_15462;5;;43
2023-3_15462;5;36;74
2023-4_15462;7;;67
2023-5_15462;9;;58
2023-6_15462;12;60;106
2023-7_15462;12;;94
2023-8_15462;10;;84
2023-9_15462;16;;68
2023-10_15462;11;;57
2023-5_30035;10;16;6
2023-6_30035;13;18;11
2023-7_30035;17;26;20
2023-8_30035;17;25;28
2023-9_30035;10;;18
2023-10_30035;10;15;23
2022-10_15134;6;;0
2022-11_15134;11;24;13
2022-12_15134;13;;0
2023-1_15134;0;;0
2023-2_15134;4;12;8
2023-3_15134;4;;4
2023-4_15134;4;;0
2023-5_15134;6;18;12
2023-6_15134;7;;5
2023-7_15134;5;;0
2023-8_15134;7;24;17
2023-9_15134;11;;6
2023-10_15134;6;;0
2022-10_14899;9;;21
2022-11_14899;17;54;58
2022-12_14899;20;;38
2023-1_14899;5;;33
2023-2_14899;4;18;47
2023-3_14899;5;;42
2023-4_14899;8;;34
2023-5_14899;9;36;61
2023-6_14899;12;;49
2023-7_14899;13;;36
2023-8_14899;10;36;62
2023-9_14899;15;;47
2023-10_14899;11;;36
2022-10_15669;4;24;26
2022-11_15669;8;;18
2022-12_15669;9;;9
2023-1_15669;3;12;18
2023-2_15669;2;;16
2023-3_15669;3;;13
2023-4_15669;3;12;22
2023-5_15669;4;;18
2023-6_15669;5;;13
2023-7_15669;6;12;19
2023-8_15669;4;;15
2023-9_15669;7;;8
2023-10_15669;5;30;33
2022-10_16034;8;48;52
2022-11_16034;15;;37
2022-12_16034;18;;19
2023-1_16034;5;24;38
2023-2_16034;4;;34
2023-3_16034;4;;30
2023-4_16034;6;18;42
2023-5_16034;8;;34
2023-6_16034;10;;24
2023-7_16034;11;30;43
2023-8_16034;9;;34
2023-9_16034;13;;21
2023-10_16034;10;48;59
2022-10_13127;6;36;37
2022-11_13127;10;;27
2022-12_13127;12;;15
2023-1_13127;3;18;30
2023-2_13127;3;;27
2023-3_13127;3;;24
2023-4_13127;4;12;32
2023-5_13127;5;;27
2023-6_13127;6;;21
2023-7_13127;7;18;32
2023-8_13127;6;;26
2023-9_13127;8;;18
2023-10_13127;6;42;54
2022-10_16071;7;42;47
2022-11_16071;11;;36
2022-12_16071;13;;23
2023-1_16071;4;18;37
2023-2_16071;3;;34
2023-3_16071;3;;31
2023-4_16071;5;12;38
2023-5_16071;6;;32
2023-6_16071;8;;24
2023-7_16071;8;24;40
2023-8_16071;7;;33
2023-9_16071;10;;23
2023-10_16071;7;42;58
2022-10_16030;6;30;24
2022-11_16030;8;;16
2022-12_16030;14;;2
2023-1_16030;1;18;19
2023-2_16030;6;;13
2023-3_16030;1;;12
2023-4_16030;7;18;23
2023-5_16030;7;;16
2023-6_16030;14;;2
2023-7_16030;7;18;13
2023-8_16030;6;;7
2023-9_16030;2;;5
2023-10_16030;10;30;25
2022-10_19816;3;18;21
2022-11_19816;5;;16
2022-12_19816;7;;9
2023-1_19816;2;12;19
2023-2_19816;2;;17
2023-3_19816;2;;15
2023-4_19816;3;12;24
2023-5_19816;3;;21
2023-6_19816;4;;17
2023-7_19816;4;12;25
2023-8_19816;4;;21
2023-9_19816;5;;16
2023-10_19816;4;18;30
2022-10_16028;1;12;14
2022-11_16028;2;;12
2022-12_16028;2;;10
2023-1_16028;1;6;15
2023-2_16028;0;;15
2023-3_16028;1;;14
2023-4_16028;1;6;19
2023-5_16028;1;;18
2023-6_16028;1;;17
2023-7_16028;1;6;22
2023-8_16028;1;;21
2023-9_16028;2;;19
2023-10_16028;1;12;30
2022-10_16029;10;66;94
2022-11_16029;20;;74
2022-12_16029;26;;48
2023-1_16029;7;36;77
2023-2_16029;5;;72
2023-3_16029;7;;65
2023-4_16029;8;24;81
2023-5_16029;12;;69
2023-6_16029;15;;54
2023-7_16029;14;42;82
2023-8_16029;13;;69
2023-9_16029;19;;50
2023-10_16029;15;66;101
2022-10_16072;9;60;71
2022-11_16072;18;;53
2022-12_16072;20;;33
2023-1_16072;5;30;58
2023-2_16072;4;;54
2023-3_16072;5;;49
2023-4_16072;8;18;59
2023-5_16072;9;;50
2023-6_16072;11;;39
2023-7_16072;13;30;56
2023-8_16072;10;;46
2023-9_16072;15;;31
2023-10_16072;12;72;91
2022-10_15781;11;78;100
2022-11_15781;21;;79
2022-12_15781;25;;54
2023-1_15781;7;36;83
2023-2_15781;6;;77
2023-3_15781;7;;70
2023-4_15781;9;18;79
2023-5_15781;11;;68
2023-6_15781;15;;53
2023-7_15781;15;36;74
2023-8_15781;12;;62
2023-9_15781;19;;43
2023-10_15781;15;78;106
2022-10_14300;12;72;96
2022-11_14300;21;;75
2022-12_14300;26;;49
2023-1_14300;7;30;72
2023-2_14300;6;;66
2023-3_14300;6;;60
2023-4_14300;9;24;75
2023-5_14300;11;;64
2023-6_14300;15;;49
2023-7_14300;16;36;69
2023-8_14300;12;;57
2023-9_14300;19;;38
2023-10_14300;15;66;89
2022-10_15539;16;96;129
2022-11_15539;26;;103
2022-12_15539;31;;72
2023-1_15539;9;42;105
2023-2_15539;9;;96
2023-3_15539;9;;87
2023-4_15539;10;36;113
2023-5_15539;13;;100
2023-6_15539;18;;82
2023-7_15539;20;66;128
2023-8_15539;15;;113
2023-9_15539;23;;90
2023-10_15539;18;108;180
2022-10_16031;11;72;94
2022-11_16031;20;;74
2022-12_16031;24;;50
2023-1_16031;7;36;79
2023-2_16031;5;;74
2023-3_16031;6;;68
2023-4_16031;9;18;77
2023-5_16031;11;;66
2023-6_16031;14;;52
2023-7_16031;16;30;66
2023-8_16031;12;;54
2023-9_16031;19;;35
2023-10_16031;14;84;105
2022-10_15895;14;;18
2022-11_15895;23;108;103
2022-12_15895;27;;76
2023-1_15895;8;;68
2023-2_15895;7;;61
2023-3_15895;7;54;108
2023-4_15895;9;;99
2023-5_15895;12;;87
2023-6_15895;16;84;155
2023-7_15895;17;;138
2023-8_15895;14;;124
2023-9_15895;19;;105
2023-10_15895;17;;88
2022-10_14768;9;81;72
2022-11_14768;13;0;59
2022-12_14768;15;0;44
2023-1_14768;7;0;37
2023-2_14768;5;0;32
2023-3_14768;5;0;27
2023-4_14768;5;0;22
2023-5_14768;5;0;17
2023-6_14768;7;86;96
2023-7_14768;8;0;88
2023-8_14768;8;0;80
2023-9_14768;10;0;70
2023-10_14768;9;0;61
2022-10_7819;4;38;34
2022-11_7819;6;0;28
2022-12_7819;6;0;22
2023-1_7819;4;0;18
2023-2_7819;3;0;15
2023-3_7819;2;0;13
2023-4_7819;2;0;11
2023-5_7819;3;0;8
2023-6_7819;3;40;45
2023-7_7819;4;0;41
2023-8_7819;4;0;37
2023-9_7819;4;0;33
2023-10_7819;4;0;29
2022-10_3507;4;38;34
2022-11_3507;6;0;28
2022-12_3507;6;0;22
2023-1_3507;4;0;18
2023-2_3507;3;0;15
2023-3_3507;2;0;13
2023-4_3507;2;0;11
2023-5_3507;3;0;8
2023-6_3507;3;43;48
2023-7_3507;4;0;44
2023-8_3507;4;0;40
2023-9_3507;4;0;36
2023-10_3507;4;0;32
2022-10_13230;7;68;61
2022-11_13230;11;0;50
2022-12_13230;11;0;39
2023-1_13230;7;0;32
2023-2_13230;5;0;27
2023-3_13230;4;0;23
2023-4_13230;4;0;19
2023-5_13230;5;0;14
2023-6_13230;5;72;81
2023-7_13230;7;0;74
2023-8_13230;7;0;67
2023-9_13230;8;0;59
2023-10_13230;8;0;51
2022-10_3509;5;47;42
2022-11_3509;7;0;35
2022-12_3509;8;0;27
2023-1_3509;4;0;23
2023-2_3509;4;0;19
2023-3_3509;3;0;16
2023-4_3509;2;0;14
2023-5_3509;4;0;10
2023-6_3509;4;50;56
2023-7_3509;4;0;52
2023-8_3509;5;0;47
2023-9_3509;6;0;41
2023-10_3509;6;0;35
2022-10_3510;3;29;26
2022-11_3510;4;0;22
2022-12_3510;5;0;17
2023-1_3510;3;0;14
2023-2_3510;2;0;12
2023-3_3510;2;0;10
2023-4_3510;2;0;8
2023-5_3510;2;0;6
2023-6_3510;2;30;34
2023-7_3510;3;0;31
2023-8_3510;3;0;28
2023-9_3510;3;0;25
2023-10_3510;3;0;22
2022-10_3506;3;29;26
2022-11_3506;4;0;22
2022-12_3506;5;0;17
2023-1_3506;3;0;14
2023-2_3506;2;0;12
2023-3_3506;2;0;10
2023-4_3506;2;0;8
2023-5_3506;2;0;6
2023-6_3506;2;32;36
2023-7_3506;3;0;33
2023-8_3506;3;0;30
2023-9_3506;3;0;27
2023-10_3506;3;0;24
2022-10_523;10;63;53
2022-11_523;9;0;44
2022-12_523;14;0;30
2023-1_523;3;0;27
2023-2_523;4;0;23
2023-3_523;2;0;21
2023-4_523;2;0;19
2023-5_523;6;0;13
2023-6_523;1;71;83
2023-7_523;9;0;74
2023-8_523;11;0;63
2023-9_523;7;0;56
2023-10_523;4;0;52
2023-5_30022;10;14;4
2023-6_30022;14;23;13
2023-7_30022;16;25;22
2023-8_30022;17;26;31
2023-9_30022;10;;21
2023-10_30022;10;14;25
2023-5_30021;3;4;1
2023-6_30021;4;5;2
2023-7_30021;6;10;6
2023-8_30021;6;8;8
2023-9_30021;4;;4
2023-10_30021;3;4;5
2022-10_16324;7;;16
2022-11_16324;14;66;68
2022-12_16324;16;;52
2023-1_16324;4;;48
2023-2_16324;4;;44
2023-3_16324;4;30;70
2023-4_16324;5;;65
2023-5_16324;6;;59
2023-6_16324;9;42;92
2023-7_16324;10;;82
2023-8_16324;8;;74
2023-9_16324;12;;62
2023-10_16324;9;;53
2022-10_15582;7;;3
2022-11_15582;13;72;62
2022-12_15582;17;;45
2023-1_15582;4;;41
2023-2_15582;4;;37
2023-3_15582;5;30;62
2023-4_15582;6;;56
2023-5_15582;8;;48
2023-6_15582;9;48;87
2023-7_15582;10;;77
2023-8_15582;8;;69
2023-9_15582;12;;57
2023-10_15582;9;;48
2022-10_14983;6;85;79
2022-11_14983;19;0;60
2022-12_14983;36;0;24
2023-1_14983;3;19;40
2023-2_14983;4;0;36
2023-3_14983;5;0;31
2023-4_14983;5;16;42
2023-5_14983;4;0;38
2023-6_14983;3;0;35
2023-7_14983;5;0;30
2023-8_14983;6;0;24
2023-9_14983;6;0;18
2023-10_14983;6;102;114
2022-10_10014;9;93;84
2022-11_10014;14;0;70
2022-12_10014;17;0;53
2023-1_10014;9;0;44
2023-2_10014;7;0;37
2023-3_10014;6;0;31
2023-4_10014;5;0;26
2023-5_10014;6;0;20
2023-6_10014;7;105;118
2023-7_10014;9;0;109
2023-8_10014;10;0;99
2023-9_10014;11;0;88
2023-10_10014;11;0;77
2022-10_14265;4;38;34
2022-11_14265;5;0;29
2022-12_14265;7;0;22
2023-1_14265;4;0;18
2023-2_14265;3;0;15
2023-3_14265;2;0;13
2023-4_14265;2;0;11
2023-5_14265;3;0;8
2023-6_14265;3;43;48
2023-7_14265;4;0;44
2023-8_14265;4;0;40
2023-9_14265;5;0;35
2023-10_14265;4;0;31
2022-10_14596;7;42;51
2022-11_14596;11;;40
2022-12_14596;14;;26
2023-1_14596;3;18;41
2023-2_14596;4;;37
2023-3_14596;3;;34
2023-4_14596;5;18;47
2023-5_14596;6;;41
2023-6_14596;7;;34
2023-7_14596;8;18;44
2023-8_14596;7;;37
2023-9_14596;11;;26
2023-10_14596;8;48;66
2022-10_14581;2;12;28
2022-11_14581;4;;24
2022-12_14581;5;;19
2023-1_14581;1;12;30
2023-2_14581;1;;29
2023-3_14581;1;;28
2023-4_14581;1;6;33
2023-5_14581;2;;31
2023-6_14581;3;;28
2023-7_14581;3;6;31
2023-8_14581;2;;29
2023-9_14581;3;;26
2023-10_14581;3;12;35
2022-10_15868;9;60;77
2022-11_15868;16;;61
2022-12_15868;18;;43
2023-1_15868;5;24;62
2023-2_15868;4;;58
2023-3_15868;4;;54
2023-4_15868;6;12;60
2023-5_15868;8;;52
2023-6_15868;11;;41
2023-7_15868;11;24;54
2023-8_15868;8;;46
2023-9_15868;14;;32
2023-10_15868;10;72;94
2022-10_14580;3;18;19
2022-11_14580;6;;13
2022-12_14580;7;;6
2023-1_14580;2;12;16
2023-2_14580;2;;14
2023-3_14580;2;;12
2023-4_14580;2;6;16
2023-5_14580;3;;13
2023-6_14580;4;;9
2023-7_14580;4;12;17
2023-8_14580;4;;13
2023-9_14580;5;;8
2023-10_14580;4;24;28
2022-10_15869;2;18;20
2022-11_15869;4;;16
2022-12_15869;5;;11
2023-1_15869;1;12;22
2023-2_15869;1;;21
2023-3_15869;1;;20
2023-4_15869;1;6;25
2023-5_15869;2;;23
2023-6_15869;2;;21
2023-7_15869;3;12;30
2023-8_15869;2;;28
2023-9_15869;3;;25
2023-10_15869;3;18;40
2022-10_15870;4;24;25
2022-11_15870;8;;17
2022-12_15870;9;;8
2023-1_15870;2;12;18
2023-2_15870;2;;16
2023-3_15870;2;;14
2023-4_15870;3;6;17
2023-5_15870;4;;13
2023-6_15870;5;;8
2023-7_15870;6;18;20
2023-8_15870;5;;15
2023-9_15870;7;;8
2023-10_15870;5;30;33
2022-10_15871;2;18;20
2022-11_15871;4;;16
2022-12_15871;5;;11
2023-1_15871;1;12;22
2023-2_15871;1;;21
2023-3_15871;1;;20
2023-4_15871;2;6;24
2023-5_15871;2;;22
2023-6_15871;3;;19
2023-7_15871;3;6;22
2023-8_15871;2;;20
2023-9_15871;3;;17
2023-10_15871;3;18;32
2022-10_15753;12;;19
2022-11_15753;25;108;102
2022-12_15753;29;;73
2023-1_15753;7;;66
2023-2_15753;6;;60
2023-3_15753;8;54;106
2023-4_15753;11;;95
2023-5_15753;13;;82
2023-6_15753;17;90;155
2023-7_15753;17;;138
2023-8_15753;14;;124
2023-9_15753;23;;101
2023-10_15753;16;;85
2022-10_15755;13;;28
2022-11_15755;23;78;83
2022-12_15755;27;;56
2023-1_15755;7;;49
2023-2_15755;6;;43
2023-3_15755;8;42;77
2023-4_15755;9;;68
2023-5_15755;12;;56
2023-6_15755;16;84;124
2023-7_15755;16;;108
2023-8_15755;14;;94
2023-9_15755;21;;73
2023-10_15755;15;;58
2022-10_15756;8;;17
2022-11_15756;15;78;80
2022-12_15756;18;;62
2023-1_15756;5;;57
2023-2_15756;4;;53
2023-3_15756;5;30;78
2023-4_15756;6;;72
2023-5_15756;7;;65
2023-6_15756;10;54;109
2023-7_15756;12;;97
2023-8_15756;8;;89
2023-9_15756;13;;76
2023-10_15756;11;;65
2022-10_15264;7;;2
2022-11_15264;14;60;48
2022-12_15264;16;;32
2023-1_15264;5;;27
2023-2_15264;4;18;41
2023-3_15264;4;;37
2023-4_15264;6;;31
2023-5_15264;7;24;48
2023-6_15264;9;;39
2023-7_15264;9;;30
2023-8_15264;8;30;52
2023-9_15264;12;;40
2023-10_15264;10;;30
2022-10_14712;6;;5
2022-11_14712;12;36;29
2022-12_14712;14;;15
2023-1_14712;4;;11
2023-2_14712;3;18;26
2023-3_14712;4;;22
2023-4_14712;5;;17
2023-5_14712;6;24;35
2023-6_14712;8;;27
2023-7_14712;9;;18
2023-8_14712;6;30;42
2023-9_14712;10;;32
2023-10_14712;7;;25
2022-10_15707;4;;3
2022-11_15707;8;30;25
2022-12_15707;9;;16
2023-1_15707;2;;14
2023-2_15707;2;12;24
2023-3_15707;2;;22
2023-4_15707;3;;19
2023-5_15707;4;18;33
2023-6_15707;5;;28
2023-7_15707;6;;22
2023-8_15707;4;18;36
2023-9_15707;7;;29
2023-10_15707;5;;24
2022-10_15705;16;;42
2022-11_15705;33;126;135
2022-12_15705;39;;96
2023-1_15705;10;;86
2023-2_15705;8;42;120
2023-3_15705;11;;109
2023-4_15705;12;;97
2023-5_15705;19;72;150
2023-6_15705;23;;127
2023-7_15705;24;;103
2023-8_15705;20;78;161
2023-9_15705;28;;133
2023-10_15705;23;;110
2022-10_15779;11;;17
2022-11_15779;20;54;51
2022-12_15779;25;;26
2023-1_15779;8;;18
2023-2_15779;5;24;37
2023-3_15779;6;;31
2023-4_15779;9;;22
2023-5_15779;10;42;54
2023-6_15779;14;;40
2023-7_15779;16;;24
2023-8_15779;13;42;53
2023-9_15779;18;;35
2023-10_15779;15;;20
2022-10_15706;9;;10
2022-11_15706;17;84;77
2022-12_15706;22;;55
2023-1_15706;5;;50
2023-2_15706;5;18;63
2023-3_15706;6;;57
2023-4_15706;7;;50
2023-5_15706;8;36;78
2023-6_15706;11;;67
2023-7_15706;13;;54
2023-8_15706;10;42;86
2023-9_15706;16;;70
2023-10_15706;12;;58
2022-10_16130;5;;4
2022-11_16130;9;42;37
2022-12_16130;12;;25
2023-1_16130;3;;22
2023-2_16130;3;12;31
2023-3_16130;3;;28
2023-4_16130;4;;24
2023-5_16130;5;18;37
2023-6_16130;7;;30
2023-7_16130;7;;23
2023-8_16130;6;18;35
2023-9_16130;9;;26
2023-10_16130;7;;19
2022-10_16129;5;;0
2022-11_16129;17;42;25
2022-12_16129;20;;5
2023-1_16129;5;;0
2023-2_16129;5;18;13
2023-3_16129;5;;8
2023-4_16129;7;;1
2023-5_16129;8;36;29
2023-6_16129;12;;17
2023-7_16129;12;;5
2023-8_16129;10;42;37
2023-9_16129;16;;21
2023-10_16129;12;;9
2022-10_15704;8;;4
2022-11_15704;15;60;49
2022-12_15704;19;;30
2023-1_15704;5;;25
2023-2_15704;4;18;39
2023-3_15704;4;;35
2023-4_15704;6;;29
2023-5_15704;7;30;52
2023-6_15704;11;;41
2023-7_15704;11;;30
2023-8_15704;10;36;56
2023-9_15704;13;;43
2023-10_15704;10;;33
2022-10_16131;10;;4
2022-11_16131;19;66;51
2022-12_16131;24;;27
2023-1_16131;6;;21
2023-2_16131;6;24;39
2023-3_16131;7;;32
2023-4_16131;8;;24
2023-5_16131;10;36;50
2023-6_16131;12;;38
2023-7_16131;14;;24
2023-8_16131;12;42;54
2023-9_16131;17;;37
2023-10_16131;14;;23
2022-10_16567;12;;15
2022-11_16567;20;96;91
2022-12_16567;22;;69
2023-1_16567;6;;63
2023-2_16567;6;;57
2023-3_16567;6;42;93
2023-4_16567;9;;84
2023-5_16567;9;;75
2023-6_16567;14;66;127
2023-7_16567;14;;113
2023-8_16567;12;;101
2023-9_16567;18;;83
2023-10_16567;14;;69
2022-10_15436;10;;19
2022-11_15436;18;84;85
2022-12_15436;21;;64
2023-1_15436;6;;58
2023-2_15436;5;;53
2023-3_15436;6;42;89
2023-4_15436;7;;82
2023-5_15436;9;;73
2023-6_15436;12;60;121
2023-7_15436;12;;109
2023-8_15436;10;;99
2023-9_15436;16;;83
2023-10_15436;11;;72
2022-10_16062;7;;11
2022-11_16062;11;48;48
2022-12_16062;14;;34
2023-1_16062;4;;30
2023-2_16062;3;;27
2023-3_16062;3;18;42
2023-4_16062;4;;38
2023-5_16062;6;;32
2023-6_16062;8;42;66
2023-7_16062;8;;58
2023-8_16062;7;;51
2023-9_16062;11;;40
2023-10_16062;8;;32
2022-10_16063;6;;5
2022-11_16063;9;48;44
2022-12_16063;11;;33
2023-1_16063;3;;30
2023-2_16063;2;;28
2023-3_16063;3;18;43
2023-4_16063;4;;39
2023-5_16063;5;;34
2023-6_16063;6;30;58
2023-7_16063;7;;51
2023-8_16063;6;;45
2023-9_16063;8;;37
2023-10_16063;7;;30
2022-10_16305;11;78;105
2022-11_16305;23;;82
2022-12_16305;28;;54
2023-1_16305;8;48;94
2023-2_16305;6;;88
2023-3_16305;6;;82
2023-4_16305;11;24;95
2023-5_16305;12;;83
2023-6_16305;15;;68
2023-7_16305;17;42;93
2023-8_16305;14;;79
2023-9_16305;21;;58
2023-10_16305;16;72;114
2022-10_15136;12;96;111
2022-11_15136;24;;87
2022-12_15136;29;;58
2023-1_15136;7;42;93
2023-2_15136;6;;87
2023-3_15136;7;;80
2023-4_15136;10;18;88
2023-5_15136;11;;77
2023-6_15136;15;;62
2023-7_15136;17;30;75
2023-8_15136;13;;62
2023-9_15136;21;;41
2023-10_15136;17;90;114
2022-10_16306;10;60;73
2022-11_16306;19;;54
2022-12_16306;22;;32
2023-1_16306;6;24;50
2023-2_16306;6;;44
2023-3_16306;6;;38
2023-4_16306;8;18;48
2023-5_16306;11;;37
2023-6_16306;14;;23
2023-7_16306;14;48;57
2023-8_16306;11;;46
2023-9_16306;18;;28
2023-10_16306;13;54;69
2022-10_16537;14;96;108
2022-11_16537;23;;85
2022-12_16537;29;;56
2023-1_16537;7;42;91
2023-2_16537;6;;85
2023-3_16537;6;;79
2023-4_16537;9;30;100
2023-5_16537;11;;89
2023-6_16537;16;;73
2023-7_16537;18;42;97
2023-8_16537;14;;83
2023-9_16537;20;;63
2023-10_16537;16;108;155
2022-10_16307;7;48;56
2022-11_16307;13;;43
2022-12_16307;16;;27
2023-1_16307;4;24;47
2023-2_16307;4;;43
2023-3_16307;4;;39
2023-4_16307;6;18;51
2023-5_16307;7;;44
2023-6_16307;10;;34
2023-7_16307;10;24;48
2023-8_16307;8;;40
2023-9_16307;12;;28
2023-10_16307;9;60;79
2022-10_15138;9;66;82
2022-11_15138;18;;64
2022-12_15138;20;;44
2023-1_15138;6;36;74
2023-2_15138;5;;69
2023-3_15138;5;;64
2023-4_15138;7;18;75
2023-5_15138;9;;66
2023-6_15138;12;;54
2023-7_15138;12;42;84
2023-8_15138;10;;74
2023-9_15138;15;;59
2023-10_15138;12;60;107
2022-10_15864;6;42;45
2022-11_15864;12;;33
2022-12_15864;14;;19
2023-1_15864;3;18;34
2023-2_15864;3;;31
2023-3_15864;4;;27
2023-4_15864;5;12;34
2023-5_15864;6;;28
2023-6_15864;8;;20
2023-7_15864;9;18;29
2023-8_15864;7;;22
2023-9_15864;10;;12
2023-10_15864;8;42;46
2022-10_15863;10;60;62
2022-11_15863;18;;44
2022-12_15863;21;;23
2023-1_15863;5;30;48
2023-2_15863;4;;44
2023-3_15863;6;;38
2023-4_15863;7;24;55
2023-5_15863;9;;46
2023-6_15863;12;;34
2023-7_15863;13;36;57
2023-8_15863;11;;46
2023-9_15863;16;;30
2023-10_15863;13;60;77
2022-10_15862;7;42;44
2022-11_15862;11;;33
2022-12_15862;14;;19
2023-1_15862;3;24;40
2023-2_15862;4;;36
2023-3_15862;4;;32
2023-4_15862;5;12;39
2023-5_15862;5;;34
2023-6_15862;8;;26
2023-7_15862;8;24;42
2023-8_15862;6;;36
2023-9_15862;10;;26
2023-10_15862;8;54;72
2022-10_15861;5;30;33
2022-11_15861;7;;26
2022-12_15861;9;;17
2023-1_15861;2;12;27
2023-2_15861;2;;25
2023-3_15861;3;;22
2023-4_15861;3;12;31
2023-5_15861;4;;27
2023-6_15861;5;;22
2023-7_15861;6;18;34
2023-8_15861;4;;30
2023-9_15861;6;;24
2023-10_15861;6;24;42
2022-10_15860;13;90;112
2022-11_15860;24;;88
2022-12_15860;30;;58
2023-1_15860;7;42;93
2023-2_15860;6;;87
2023-3_15860;9;;78
2023-4_15860;11;30;97
2023-5_15860;13;;84
2023-6_15860;16;;68
2023-7_15860;18;60;110
2023-8_15860;15;;95
2023-9_15860;21;;74
2023-10_15860;16;84;142
2022-10_14819;11;84;96
2022-11_14819;22;;74
2022-12_14819;26;;48
2023-1_14819;6;30;72
2023-2_14819;6;;66
2023-3_14819;7;;59
2023-4_14819;8;30;81
2023-5_14819;10;;71
2023-6_14819;15;;56
2023-7_14819;16;42;82
2023-8_14819;13;;69
2023-9_14819;18;;51
2023-10_14819;14;78;115
2022-10_15125;2;18;19
2022-11_15125;4;;15
2022-12_15125;5;;10
2023-1_15125;1;12;21
2023-2_15125;1;;20
2023-3_15125;1;;19
2023-4_15125;1;6;24
2023-5_15125;2;;22
2023-6_15125;3;;19
2023-7_15125;3;12;28
2023-8_15125;2;;26
2023-9_15125;3;;23
2023-10_15125;3;18;38
2022-10_15127;2;12;14
2022-11_15127;4;;10
2022-12_15127;5;;5
2023-1_15127;1;12;16
2023-2_15127;1;;15
2023-3_15127;1;;14
2023-4_15127;2;6;18
2023-5_15127;2;;16
2023-6_15127;3;;13
2023-7_15127;3;12;22
2023-8_15127;2;;20
2023-9_15127;3;;17
2023-10_15127;3;12;26
2022-10_15126;6;30;36
2022-11_15126;9;;27
2022-12_15126;11;;16
2023-1_15126;3;18;31
2023-2_15126;3;;28
